,Player 1,Player 1 ID,Player 2,Player 2 ID,Set Score,Game Score,Point Score,Serving?
0,Raonic M.,105683,Monfils G.,104792,0-0,0-0,0-0,Serving
1,Raonic M.,105683,Monfils G.,104792,0-0,0-0,15-0,Serving
2,Raonic M.,105683,Monfils G.,104792,0-0,0-0,30-0,Serving
3,Raonic M.,105683,Monfils G.,104792,0-0,0-0,40-0,Serving
4,Raonic M.,105683,Monfils G.,104792,0-0,0-0,40-15,Serving
5,Raonic M.,105683,Monfils G.,104792,0-0,1-0,0-0,Returning
6,Raonic M.,105683,Monfils G.,104792,0-0,1-0,0-15,Returning
7,Raonic M.,105683,Monfils G.,104792,0-0,1-0,0-30,Returning
8,Raonic M.,105683,Monfils G.,104792,0-0,1-0,0-40,Returning
9,Raonic M.,105683,Monfils G.,104792,0-0,1-1,0-0,Serving
10,Raonic M.,105683,Monfils G.,104792,0-0,1-1,15-0,Serving
11,Raonic M.,105683,Monfils G.,104792,0-0,1-1,30-0,Serving
12,Raonic M.,105683,Monfils G.,104792,0-0,1-1,40-0,Serving
13,Raonic M.,105683,Monfils G.,104792,0-0,2-1,0-0,Returning
14,Raonic M.,105683,Monfils G.,104792,0-0,2-1,15-0,Returning
15,Raonic M.,105683,Monfils G.,104792,0-0,2-1,15-15,Returning
16,Raonic M.,105683,Monfils G.,104792,0-0,2-1,30-15,Returning
17,Raonic M.,105683,Monfils G.,104792,0-0,2-1,30-30,Returning
18,Raonic M.,105683,Monfils G.,104792,0-0,2-1,30-40,Returning
19,Raonic M.,105683,Monfils G.,104792,0-0,2-1,40-40,Returning
20,Raonic M.,105683,Monfils G.,104792,0-0,2-1,40-A,Returning
21,Raonic M.,105683,Monfils G.,104792,0-0,2-2,0-0,Serving
22,Raonic M.,105683,Monfils G.,104792,0-0,2-2,15-0,Serving
23,Raonic M.,105683,Monfils G.,104792,0-0,2-2,30-0,Serving
24,Raonic M.,105683,Monfils G.,104792,0-0,2-2,40-0,Serving
25,Raonic M.,105683,Monfils G.,104792,0-0,3-2,0-0,Returning
26,Raonic M.,105683,Monfils G.,104792,0-0,3-2,0-15,Returning
27,Raonic M.,105683,Monfils G.,104792,0-0,3-2,15-15,Returning
28,Raonic M.,105683,Monfils G.,104792,0-0,3-2,15-30,Returning
29,Raonic M.,105683,Monfils G.,104792,0-0,3-2,15-40,Returning
30,Raonic M.,105683,Monfils G.,104792,0-0,3-3,0-0,Serving
31,Raonic M.,105683,Monfils G.,104792,0-0,3-3,0-15,Serving
32,Raonic M.,105683,Monfils G.,104792,0-0,3-3,0-30,Serving
33,Raonic M.,105683,Monfils G.,104792,0-0,3-3,0-40,Serving
34,Raonic M.,105683,Monfils G.,104792,0-0,3-3,15-40,Serving
35,Raonic M.,105683,Monfils G.,104792,0-0,3-3,30-40,Serving
36,Raonic M.,105683,Monfils G.,104792,0-0,3-4,0-0,Returning
37,Raonic M.,105683,Monfils G.,104792,0-0,3-4,0-15,Returning
38,Raonic M.,105683,Monfils G.,104792,0-0,3-4,15-30,Returning
39,Raonic M.,105683,Monfils G.,104792,0-0,3-4,30-30,Returning
40,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-30,Returning
41,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-40,Returning
42,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-A,Returning
43,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-40,Returning
44,Raonic M.,105683,Monfils G.,104792,0-0,3-4,A-40,Returning
45,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-40,Returning
46,Raonic M.,105683,Monfils G.,104792,0-0,3-4,A-40,Returning
47,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-40,Returning
48,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-A,Returning
49,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-40,Returning
50,Raonic M.,105683,Monfils G.,104792,0-0,3-4,40-A,Returning
51,Raonic M.,105683,Monfils G.,104792,0-0,3-5,0-0,Serving
52,Raonic M.,105683,Monfils G.,104792,0-0,3-5,15-0,Serving
53,Raonic M.,105683,Monfils G.,104792,0-0,3-5,30-0,Serving
54,Raonic M.,105683,Monfils G.,104792,0-0,3-5,40-0,Serving
55,Raonic M.,105683,Monfils G.,104792,0-0,4-5,0-0,Returning
56,Raonic M.,105683,Monfils G.,104792,0-0,4-5,15-0,Returning
57,Raonic M.,105683,Monfils G.,104792,0-0,4-5,15-15,Returning
58,Raonic M.,105683,Monfils G.,104792,0-0,4-5,15-30,Returning
59,Raonic M.,105683,Monfils G.,104792,0-0,4-5,30-30,Returning
60,Raonic M.,105683,Monfils G.,104792,0-0,4-5,30-40,Returning
61,Raonic M.,105683,Monfils G.,104792,0-1,0-0,0-0,Serving
62,Raonic M.,105683,Monfils G.,104792,0-1,0-0,15-0,Serving
63,Raonic M.,105683,Monfils G.,104792,0-1,0-0,30-0,Serving
64,Raonic M.,105683,Monfils G.,104792,0-1,0-0,40-0,Serving
65,Raonic M.,105683,Monfils G.,104792,0-1,0-0,40-15,Serving
66,Raonic M.,105683,Monfils G.,104792,0-1,1-0,0-0,Returning
