,Set Score,Game Score,Serving?,Point Score,% Win,Number of Instances,Points Elapsed,Y
425,0-0,5-1,Returning,40-40,0.874427131072,1091,6,0
426,0-0,1-5,Serving,40-AD,0.0847107438017,484,7,-1
427,0-0,5-1,Returning,AD-40,0.915289256198,484,7,1
428,0-0,1-5,Serving,AD-40,0.158154859967,607,7,1
429,0-0,5-1,Returning,40-AD,0.841845140033,607,7,-1
430,0-0,1-5,Serving,Start of Game,0.139463264408,2273,0,0
431,0-0,5-1,Returning,Start of Game,0.860536735592,2273,0,0
432,0-0,2-0,Serving,0-15,0.68207498716,1947,1,-1
433,0-0,0-2,Returning,15-0,0.31792501284,1947,1,1
434,0-0,2-0,Serving,0-30,0.642287234043,752,2,-2
435,0-0,0-2,Returning,30-0,0.357712765957,752,2,2
436,0-0,2-0,Serving,0-40,0.58785942492,313,3,-3
437,0-0,0-2,Returning,40-0,0.41214057508,313,3,3
438,0-0,2-0,Serving,15-0,0.765390070922,3525,1,1
439,0-0,0-2,Returning,0-15,0.234609929078,3525,1,-1
440,0-0,2-0,Serving,15-15,0.714465937763,2378,2,0
441,0-0,0-2,Returning,15-15,0.285534062237,2378,2,0
442,0-0,2-0,Serving,15-30,0.656773211568,1314,3,-1
443,0-0,0-2,Returning,30-15,0.343226788432,1314,3,1
444,0-0,2-0,Serving,15-40,0.605413105413,702,4,-2
445,0-0,0-2,Returning,40-15,0.394586894587,702,4,2
446,0-0,2-0,Serving,30-0,0.787361229718,2342,2,2
447,0-0,0-2,Returning,0-30,0.212638770282,2342,2,-2
448,0-0,2-0,Serving,30-15,0.760956175299,2259,3,1
449,0-0,0-2,Returning,15-30,0.239043824701,2259,3,-1
450,0-0,2-0,Serving,30-30,0.710227272727,1584,4,0
451,0-0,0-2,Returning,30-30,0.289772727273,1584,4,0
452,0-0,2-0,Serving,30-40,0.63746223565,993,5,-1
453,0-0,0-2,Returning,40-30,0.36253776435,993,5,1
454,0-0,2-0,Serving,40-0,0.794451450189,1586,3,3
455,0-0,0-2,Returning,0-40,0.205548549811,1586,3,-3
456,0-0,2-0,Serving,40-15,0.783308195073,1989,4,2
457,0-0,0-2,Returning,15-40,0.216691804927,1989,4,-2
458,0-0,2-0,Serving,40-30,0.749707602339,1710,5,1
459,0-0,0-2,Returning,30-40,0.250292397661,1710,5,-1
460,0-0,2-0,Serving,40-40,0.679061531651,2259,6,0
461,0-0,0-2,Returning,40-40,0.320938468349,2259,6,0
462,0-0,2-0,Serving,40-AD,0.631341600902,887,7,-1
463,0-0,0-2,Returning,AD-40,0.368658399098,887,7,1
464,0-0,2-0,Serving,AD-40,0.709912536443,1372,7,1
465,0-0,0-2,Returning,40-AD,0.290087463557,1372,7,-1
466,0-0,2-0,Serving,Start of Game,0.735745614035,5472,0,0
467,0-0,0-2,Returning,Start of Game,0.264254385965,5472,0,0
468,0-0,2-1,Serving,0-15,0.645811240721,2829,1,-1
469,0-0,1-2,Returning,15-0,0.354188759279,2829,1,1
470,0-0,2-1,Serving,0-30,0.590415913201,1106,2,-2
471,0-0,1-2,Returning,30-0,0.409584086799,1106,2,2
472,0-0,2-1,Serving,0-40,0.550321199143,467,3,-3
473,0-0,1-2,Returning,40-0,0.449678800857,467,3,3
474,0-0,2-1,Serving,15-0,0.727492935002,4954,1,1
475,0-0,1-2,Returning,0-15,0.272507064998,4954,1,-1
476,0-0,2-1,Serving,15-15,0.680575539568,3475,2,0
477,0-0,1-2,Returning,15-15,0.319424460432,3475,2,0
478,0-0,2-1,Serving,15-30,0.61935483871,1860,3,-1
479,0-0,1-2,Returning,30-15,0.38064516129,1860,3,1
480,0-0,2-1,Serving,15-40,0.566666666667,1020,4,-2
481,0-0,1-2,Returning,40-15,0.433333333333,1020,4,2
482,0-0,2-1,Serving,30-0,0.753826929085,3201,2,2
483,0-0,1-2,Returning,0-30,0.246173070915,3201,2,-2
484,0-0,2-1,Serving,30-15,0.717933491686,3368,3,1
485,0-0,1-2,Returning,15-30,0.282066508314,3368,3,-1
486,0-0,2-1,Serving,30-30,0.665503706934,2293,4,0
487,0-0,1-2,Returning,30-30,0.334496293066,2293,4,0
488,0-0,2-1,Serving,30-40,0.600803750837,1493,5,-1
489,0-0,1-2,Returning,40-30,0.399196249163,1493,5,1
490,0-0,2-1,Serving,40-0,0.769304556355,2085,3,3
491,0-0,1-2,Returning,0-40,0.230695443645,2085,3,-3
492,0-0,2-1,Serving,40-15,0.744680851064,2867,4,2
493,0-0,1-2,Returning,15-40,0.255319148936,2867,4,-2
494,0-0,2-1,Serving,40-30,0.697095435685,2410,5,1
495,0-0,1-2,Returning,30-40,0.302904564315,2410,5,-1
496,0-0,2-1,Serving,40-40,0.60085313833,3282,6,0
497,0-0,1-2,Returning,40-40,0.39914686167,3282,6,0
498,0-0,2-1,Serving,40-AD,0.535861500412,1213,7,-1
499,0-0,1-2,Returning,AD-40,0.464138499588,1213,7,1
500,0-0,2-1,Serving,AD-40,0.6389560174,2069,7,1
501,0-0,1-2,Returning,40-AD,0.3610439826,2069,7,-1
502,0-0,2-1,Serving,Start of Game,0.697802903765,7783,0,0
503,0-0,1-2,Returning,Start of Game,0.302197096235,7783,0,0
504,0-0,2-2,Serving,0-15,0.443184119911,4937,1,-1
505,0-0,2-2,Returning,15-0,0.556815880089,4937,1,1
506,0-0,2-2,Serving,0-30,0.385042950985,1979,2,-2
507,0-0,2-2,Returning,30-0,0.614957049015,1979,2,2
508,0-0,2-2,Serving,0-40,0.329588014981,801,3,-3
509,0-0,2-2,Returning,40-0,0.670411985019,801,3,3
510,0-0,2-2,Serving,15-0,0.534110220927,8238,1,1
511,0-0,2-2,Returning,0-15,0.465889779073,8238,1,-1
512,0-0,2-2,Serving,15-15,0.48184263618,5948,2,0
513,0-0,2-2,Returning,15-15,0.51815736382,5948,2,0
514,0-0,2-2,Serving,15-30,0.422904861318,3353,3,-1
515,0-0,2-2,Returning,30-15,0.577095138682,3353,3,1
516,0-0,2-2,Serving,15-40,0.342394447658,1729,4,-2
517,0-0,2-2,Returning,40-15,0.657605552342,1729,4,2
518,0-0,2-2,Serving,30-0,0.564024390244,5248,2,2
519,0-0,2-2,Returning,0-30,0.435975609756,5248,2,-2
520,0-0,2-2,Serving,30-15,0.518733031674,5525,3,1
521,0-0,2-2,Returning,15-30,0.481266968326,5525,3,-1
522,0-0,2-2,Serving,30-30,0.463915037413,4143,4,0
523,0-0,2-2,Returning,30-30,0.536084962587,4143,4,0
524,0-0,2-2,Serving,30-40,0.383540372671,2576,5,-1
525,0-0,2-2,Returning,40-30,0.616459627329,2576,5,1
526,0-0,2-2,Serving,40-0,0.58352402746,3496,3,3
527,0-0,2-2,Returning,0-40,0.41647597254,3496,3,-3
528,0-0,2-2,Serving,40-15,0.559153713299,4632,4,2
529,0-0,2-2,Returning,15-40,0.440846286701,4632,4,-2
530,0-0,2-2,Serving,40-30,0.518669219722,4178,5,1
531,0-0,2-2,Returning,30-40,0.481330780278,4178,5,-1
532,0-0,2-2,Serving,40-40,0.450008724481,5731,6,0
533,0-0,2-2,Returning,40-40,0.549991275519,5731,6,0
534,0-0,2-2,Serving,40-AD,0.388463271744,2219,7,-1
535,0-0,2-2,Returning,AD-40,0.611536728256,2219,7,1
536,0-0,2-2,Serving,AD-40,0.488749643976,3511,7,1
537,0-0,2-2,Returning,40-AD,0.511250356024,3511,7,-1
538,0-0,2-2,Serving,Start of Game,0.500037950664,13175,0,0
539,0-0,2-2,Returning,Start of Game,0.499962049336,13175,0,0
540,0-0,2-3,Serving,0-15,0.397761716018,4289,1,-1
541,0-0,3-2,Returning,15-0,0.602238283982,4289,1,1
542,0-0,2-3,Serving,0-30,0.337701012507,1679,2,-2
543,0-0,3-2,Returning,30-0,0.662298987493,1679,2,2
544,0-0,2-3,Serving,0-40,0.291925465839,644,3,-3
545,0-0,3-2,Returning,40-0,0.708074534161,644,3,3
546,0-0,2-3,Serving,15-0,0.468549958252,7186,1,1
547,0-0,3-2,Returning,0-15,0.531450041748,7186,1,-1
548,0-0,2-3,Serving,15-15,0.432550208412,5278,2,0
549,0-0,3-2,Returning,15-15,0.567449791588,5278,2,0
550,0-0,2-3,Serving,15-30,0.367164179104,3015,3,-1
551,0-0,3-2,Returning,30-15,0.632835820896,3015,3,1
552,0-0,2-3,Serving,15-40,0.301089045484,1561,4,-2
553,0-0,3-2,Returning,40-15,0.698910954516,1561,4,2
554,0-0,2-3,Serving,30-0,0.49203187251,4518,2,2
555,0-0,3-2,Returning,0-30,0.50796812749,4518,2,-2
556,0-0,2-3,Serving,30-15,0.468814539447,4842,3,1
557,0-0,3-2,Returning,15-30,0.531185460553,4842,3,-1
558,0-0,2-3,Serving,30-30,0.41134751773,3666,4,0
559,0-0,3-2,Returning,30-30,0.58865248227,3666,4,0
560,0-0,2-3,Serving,30-40,0.346239430352,2247,5,-1
561,0-0,3-2,Returning,40-30,0.653760569648,2247,5,1
562,0-0,2-3,Serving,40-0,0.507061197041,2974,3,3
563,0-0,3-2,Returning,0-40,0.492938802959,2974,3,-3
564,0-0,2-3,Serving,40-15,0.499496475327,3972,4,2
565,0-0,3-2,Returning,15-40,0.500503524673,3972,4,-2
566,0-0,2-3,Serving,40-30,0.445766837977,3697,5,1
567,0-0,3-2,Returning,30-40,0.554233162023,3697,5,-1
568,0-0,2-3,Serving,40-40,0.37351045126,5119,6,0
569,0-0,3-2,Returning,40-40,0.62648954874,5119,6,0
570,0-0,2-3,Serving,40-AD,0.28868594622,1971,7,-1
571,0-0,3-2,Returning,AD-40,0.71131405378,1971,7,1
572,0-0,2-3,Serving,AD-40,0.426891290528,3146,7,1
573,0-0,3-2,Returning,40-AD,0.573108709472,3146,7,-1
574,0-0,2-3,Serving,Start of Game,0.442091503268,11475,0,0
575,0-0,3-2,Returning,Start of Game,0.557908496732,11475,0,0
576,0-0,2-4,Serving,0-15,0.20169035728,2603,1,-1
577,0-0,4-2,Returning,15-0,0.79830964272,2603,1,1
578,0-0,2-4,Serving,0-30,0.191176470588,1088,2,-2
579,0-0,4-2,Returning,30-0,0.808823529412,1088,2,2
580,0-0,2-4,Serving,0-40,0.167346938776,490,3,-3
581,0-0,4-2,Returning,40-0,0.832653061224,490,3,3
582,0-0,2-4,Serving,15-0,0.266131191432,3735,1,1
583,0-0,4-2,Returning,0-15,0.733868808568,3735,1,-1
584,0-0,2-4,Serving,15-15,0.224273504274,2925,2,0
585,0-0,4-2,Returning,15-15,0.775726495726,2925,2,0
586,0-0,2-4,Serving,15-30,0.200776483638,1803,3,-1
587,0-0,4-2,Returning,30-15,0.799223516362,1803,3,1
588,0-0,2-4,Serving,15-40,0.170212765957,1034,4,-2
589,0-0,4-2,Returning,40-15,0.829787234043,1034,4,2
590,0-0,2-4,Serving,30-0,0.281411359725,2324,2,2
591,0-0,4-2,Returning,0-30,0.718588640275,2324,2,-2
592,0-0,2-4,Serving,30-15,0.246850393701,2540,3,1
593,0-0,4-2,Returning,15-30,0.753149606299,2540,3,-1
594,0-0,2-4,Serving,30-30,0.221745350501,2097,4,0
595,0-0,4-2,Returning,30-30,0.778254649499,2097,4,0
596,0-0,2-4,Serving,30-40,0.204431736955,1399,5,-1
597,0-0,4-2,Returning,40-30,0.795568263045,1399,5,1
598,0-0,2-4,Serving,40-0,0.297207446809,1504,3,3
599,0-0,4-2,Returning,0-40,0.702792553191,1504,3,-3
600,0-0,2-4,Serving,40-15,0.276100940129,2021,4,2
601,0-0,4-2,Returning,15-40,0.723899059871,2021,4,-2
602,0-0,2-4,Serving,40-30,0.242409158785,2009,5,1
603,0-0,4-2,Returning,30-40,0.757590841215,2009,5,-1
604,0-0,2-4,Serving,40-40,0.231742017072,3163,6,0
605,0-0,4-2,Returning,40-40,0.768257982928,3163,6,0
606,0-0,2-4,Serving,40-AD,0.208932626798,1321,7,-1
607,0-0,4-2,Returning,AD-40,0.791067373202,1321,7,1
608,0-0,2-4,Serving,AD-40,0.248234655079,1841,7,1
609,0-0,4-2,Returning,40-AD,0.751765344921,1841,7,-1
610,0-0,2-4,Serving,Start of Game,0.239665509624,6338,0,0
611,0-0,4-2,Returning,Start of Game,0.760334490376,6338,0,0
612,0-0,2-5,Serving,0-15,0.17908375752,2161,1,-1
613,0-0,5-2,Returning,15-0,0.82091624248,2161,1,1
614,0-0,2-5,Serving,0-30,0.151581243184,917,2,-2
615,0-0,5-2,Returning,30-0,0.848418756816,917,2,2
616,0-0,2-5,Serving,0-40,0.1625,400,3,-3
617,0-0,5-2,Returning,40-0,0.8375,400,3,3
618,0-0,2-5,Serving,15-0,0.215476190476,3360,1,1
619,0-0,5-2,Returning,0-15,0.784523809524,3360,1,-1
620,0-0,2-5,Serving,15-15,0.198503347775,2539,2,0
621,0-0,5-2,Returning,15-15,0.801496652225,2539,2,0
622,0-0,2-5,Serving,15-30,0.160413971539,1546,3,-1
623,0-0,5-2,Returning,30-15,0.839586028461,1546,3,1
624,0-0,2-5,Serving,15-40,0.155889145497,866,4,-2
625,0-0,5-2,Returning,40-15,0.844110854503,866,4,2
626,0-0,2-5,Serving,30-0,0.226634382567,2065,2,2
627,0-0,5-2,Returning,0-30,0.773365617433,2065,2,-2
628,0-0,2-5,Serving,30-15,0.21710234825,2257,3,1
629,0-0,5-2,Returning,15-30,0.78289765175,2257,3,-1
630,0-0,2-5,Serving,30-30,0.178848283499,1806,4,0
631,0-0,5-2,Returning,30-30,0.821151716501,1806,4,0
632,0-0,2-5,Serving,30-40,0.159163987138,1244,5,-1
633,0-0,5-2,Returning,40-30,0.840836012862,1244,5,1
634,0-0,2-5,Serving,40-0,0.233687405159,1318,3,3
635,0-0,5-2,Returning,0-40,0.766312594841,1318,3,-3
636,0-0,2-5,Serving,40-15,0.233592880979,1798,4,2
637,0-0,5-2,Returning,15-40,0.766407119021,1798,4,-2
638,0-0,2-5,Serving,40-30,0.211292200233,1718,5,1
639,0-0,5-2,Returning,30-40,0.788707799767,1718,5,-1
640,0-0,2-5,Serving,40-40,0.181680545042,2642,6,0
641,0-0,5-2,Returning,40-40,0.818319454958,2642,6,0
642,0-0,2-5,Serving,40-AD,0.157181571816,1107,7,-1
643,0-0,5-2,Returning,AD-40,0.842818428184,1107,7,1
644,0-0,2-5,Serving,AD-40,0.199348534202,1535,7,1
645,0-0,5-2,Returning,40-AD,0.800651465798,1535,7,-1
646,0-0,2-5,Serving,Start of Game,0.201231660931,5521,0,0
647,0-0,5-2,Returning,Start of Game,0.798768339069,5521,0,0
648,0-0,3-0,Serving,0-15,0.810707456979,523,1,-1
649,0-0,0-3,Returning,15-0,0.189292543021,523,1,1
650,0-0,3-0,Serving,0-30,0.788732394366,213,2,-2
651,0-0,0-3,Returning,30-0,0.211267605634,213,2,2
652,0-0,3-0,Serving,0-40,0.717647058824,85,3,-3
653,0-0,0-3,Returning,40-0,0.282352941176,85,3,3
654,0-0,3-0,Serving,15-0,0.858653846154,1040,1,1
655,0-0,0-3,Returning,0-15,0.141346153846,1040,1,-1
656,0-0,3-0,Serving,15-15,0.834821428571,672,2,0
657,0-0,0-3,Returning,15-15,0.165178571429,672,2,0
658,0-0,3-0,Serving,15-30,0.808864265928,361,3,-1
659,0-0,0-3,Returning,30-15,0.191135734072,361,3,1
660,0-0,3-0,Serving,15-40,0.739361702128,188,4,-2
661,0-0,0-3,Returning,40-15,0.260638297872,188,4,2
662,0-0,3-0,Serving,30-0,0.867256637168,678,2,2
663,0-0,0-3,Returning,0-30,0.132743362832,678,2,-2
664,0-0,3-0,Serving,30-15,0.846860643185,653,3,1
665,0-0,0-3,Returning,15-30,0.153139356815,653,3,-1
666,0-0,3-0,Serving,30-30,0.826754385965,456,4,0
667,0-0,0-3,Returning,30-30,0.173245614035,456,4,0
668,0-0,3-0,Serving,30-40,0.778169014085,284,5,-1
669,0-0,0-3,Returning,40-30,0.221830985915,284,5,1
670,0-0,3-0,Serving,40-0,0.885775862069,464,3,3
671,0-0,0-3,Returning,0-40,0.114224137931,464,3,-3
672,0-0,3-0,Serving,40-15,0.869718309859,568,4,2
673,0-0,0-3,Returning,15-40,0.130281690141,568,4,-2
674,0-0,3-0,Serving,40-30,0.844210526316,475,5,1
675,0-0,0-3,Returning,30-40,0.155789473684,475,5,-1
676,0-0,3-0,Serving,40-40,0.769726247987,621,6,0
677,0-0,0-3,Returning,40-40,0.230273752013,621,6,0
678,0-0,3-0,Serving,40-AD,0.748858447489,219,7,-1
679,0-0,0-3,Returning,AD-40,0.251141552511,219,7,1
680,0-0,3-0,Serving,AD-40,0.781094527363,402,7,1
681,0-0,0-3,Returning,40-AD,0.218905472637,402,7,-1
682,0-0,3-0,Serving,Start of Game,0.842610364683,1563,0,0
683,0-0,0-3,Returning,Start of Game,0.157389635317,1563,0,0
684,0-0,3-1,Serving,0-15,0.697633654689,2282,1,-1
685,0-0,1-3,Returning,15-0,0.302366345311,2282,1,1
686,0-0,3-1,Serving,0-30,0.645687645688,858,2,-2
687,0-0,1-3,Returning,30-0,0.354312354312,858,2,2
688,0-0,3-1,Serving,0-40,0.554858934169,319,3,-3
689,0-0,1-3,Returning,40-0,0.445141065831,319,3,3
690,0-0,3-1,Serving,15-0,0.764913104744,4258,1,1
691,0-0,1-3,Returning,0-15,0.235086895256,4258,1,-1
692,0-0,3-1,Serving,15-15,0.730729701953,2919,2,0
693,0-0,1-3,Returning,15-15,0.269270298047,2919,2,0
694,0-0,3-1,Serving,15-30,0.690897597977,1582,3,-1
695,0-0,1-3,Returning,30-15,0.309102402023,1582,3,1
696,0-0,3-1,Serving,15-40,0.653316645807,799,4,-2
697,0-0,1-3,Returning,40-15,0.346683354193,799,4,2
698,0-0,3-1,Serving,30-0,0.782482808541,2763,2,2
699,0-0,1-3,Returning,0-30,0.217517191459,2763,2,-2
700,0-0,3-1,Serving,30-15,0.757826556315,2779,3,1
701,0-0,1-3,Returning,15-30,0.242173443685,2779,3,-1
702,0-0,3-1,Serving,30-30,0.713766233766,1925,4,0
703,0-0,1-3,Returning,30-30,0.286233766234,1925,4,0
704,0-0,3-1,Serving,30-40,0.665499124343,1142,5,-1
705,0-0,1-3,Returning,40-30,0.334500875657,1142,5,1
706,0-0,3-1,Serving,40-0,0.791935483871,1860,3,3
707,0-0,1-3,Returning,0-40,0.208064516129,1860,3,-3
708,0-0,3-1,Serving,40-15,0.772486772487,2457,4,2
709,0-0,1-3,Returning,15-40,0.227513227513,2457,4,-2
710,0-0,3-1,Serving,40-30,0.740776233828,2087,5,1
711,0-0,1-3,Returning,30-40,0.259223766172,2087,5,-1
712,0-0,3-1,Serving,40-40,0.695189129636,2723,6,0
713,0-0,1-3,Returning,40-40,0.304810870364,2723,6,0
714,0-0,3-1,Serving,40-AD,0.630872483221,1043,7,-1
715,0-0,1-3,Returning,AD-40,0.369127516779,1043,7,1
716,0-0,3-1,Serving,AD-40,0.735119047619,1680,7,1
717,0-0,1-3,Returning,40-AD,0.264880952381,1680,7,-1
718,0-0,3-1,Serving,Start of Game,0.741323956582,6541,0,0
719,0-0,1-3,Returning,Start of Game,0.258676043418,6541,0,0
720,0-0,3-2,Serving,0-15,0.656386066763,2756,1,-1
721,0-0,2-3,Returning,15-0,0.343613933237,2756,1,1
722,0-0,3-2,Serving,0-30,0.606147934678,1041,2,-2
723,0-0,2-3,Returning,30-0,0.393852065322,1041,2,2
724,0-0,3-2,Serving,0-40,0.555831265509,403,3,-3
725,0-0,2-3,Returning,40-0,0.444168734491,403,3,3
726,0-0,3-2,Serving,15-0,0.731430969366,4766,1,1
727,0-0,2-3,Returning,0-15,0.268569030634,4766,1,-1
728,0-0,3-2,Serving,15-15,0.68115942029,3381,2,0
729,0-0,2-3,Returning,15-15,0.31884057971,3381,2,0
730,0-0,3-2,Serving,15-30,0.618143459916,1896,3,-1
731,0-0,2-3,Returning,30-15,0.381856540084,1896,3,1
732,0-0,3-2,Serving,15-40,0.536779324056,1006,4,-2
733,0-0,2-3,Returning,40-15,0.463220675944,1006,4,2
734,0-0,3-2,Serving,30-0,0.761612903226,3100,2,2
735,0-0,2-3,Returning,0-30,0.238387096774,3100,2,-2
736,0-0,3-2,Serving,30-15,0.726420986883,3202,3,1
737,0-0,2-3,Returning,15-30,0.273579013117,3202,3,-1
738,0-0,3-2,Serving,30-30,0.681083442551,2289,4,0
739,0-0,2-3,Returning,30-30,0.318916557449,2289,4,0
740,0-0,3-2,Serving,30-40,0.589298123697,1439,5,-1
741,0-0,2-3,Returning,40-30,0.410701876303,1439,5,1
742,0-0,3-2,Serving,40-0,0.778327560614,2021,3,3
743,0-0,2-3,Returning,0-40,0.221672439386,2021,3,-3
744,0-0,3-2,Serving,40-15,0.752888557585,2683,4,2
745,0-0,2-3,Returning,15-40,0.247111442415,2683,4,-2
746,0-0,3-2,Serving,40-30,0.719517270079,2403,5,1
747,0-0,2-3,Returning,30-40,0.280482729921,2403,5,-1
748,0-0,3-2,Serving,40-40,0.636924976845,3239,6,0
749,0-0,2-3,Returning,40-40,0.363075023155,3239,6,0
750,0-0,3-2,Serving,40-AD,0.5656,1250,7,-1
751,0-0,2-3,Returning,AD-40,0.4344,1250,7,1
752,0-0,3-2,Serving,AD-40,0.681429290388,1987,7,1
753,0-0,2-3,Returning,40-AD,0.318570709612,1987,7,-1
754,0-0,3-2,Serving,Start of Game,0.703841552572,7523,0,0
755,0-0,2-3,Returning,Start of Game,0.296158447428,7523,0,0
756,0-0,3-3,Serving,0-15,0.455552692605,3881,1,-1
757,0-0,3-3,Returning,15-0,0.544447307395,3881,1,1
758,0-0,3-3,Serving,0-30,0.385121790652,1519,2,-2
759,0-0,3-3,Returning,30-0,0.614878209348,1519,2,2
760,0-0,3-3,Serving,0-40,0.334943639291,621,3,-3
761,0-0,3-3,Returning,40-0,0.665056360709,621,3,3
762,0-0,3-3,Serving,15-0,0.527916477531,6609,1,1
763,0-0,3-3,Returning,0-15,0.472083522469,6609,1,-1
764,0-0,3-3,Serving,15-15,0.493874102239,4734,2,0
765,0-0,3-3,Returning,15-15,0.506125897761,4734,2,0
766,0-0,3-3,Serving,15-30,0.42645381984,2631,3,-1
767,0-0,3-3,Returning,30-15,0.57354618016,2631,3,1
768,0-0,3-3,Serving,15-40,0.336902212705,1401,4,-2
769,0-0,3-3,Returning,40-15,0.663097787295,1401,4,2
770,0-0,3-3,Serving,30-0,0.550861458579,4237,2,2
771,0-0,3-3,Returning,0-30,0.449138541421,4237,2,-2
772,0-0,3-3,Serving,30-15,0.523063143753,4466,3,1
773,0-0,3-3,Returning,15-30,0.476936856247,4466,3,-1
774,0-0,3-3,Serving,30-30,0.47433903577,3215,4,0
775,0-0,3-3,Returning,30-30,0.52566096423,3215,4,0
776,0-0,3-3,Serving,30-40,0.400673400673,2079,5,-1
777,0-0,3-3,Returning,40-30,0.599326599327,2079,5,1
778,0-0,3-3,Serving,40-0,0.573953823954,2772,3,3
779,0-0,3-3,Returning,0-40,0.426046176046,2772,3,-3
780,0-0,3-3,Serving,40-15,0.5525405693,3759,4,2
781,0-0,3-3,Returning,15-40,0.4474594307,3759,4,-2
782,0-0,3-3,Serving,40-30,0.514388489209,3336,5,1
783,0-0,3-3,Returning,30-40,0.485611510791,3336,5,-1
784,0-0,3-3,Serving,40-40,0.443959877889,4586,6,0
785,0-0,3-3,Returning,40-40,0.556040122111,4586,6,0
786,0-0,3-3,Serving,40-AD,0.353760445682,1795,7,-1
787,0-0,3-3,Returning,AD-40,0.646239554318,1795,7,1
788,0-0,3-3,Serving,AD-40,0.50197061985,2791,7,1
789,0-0,3-3,Returning,40-AD,0.49802938015,2791,7,-1
790,0-0,3-3,Serving,Start of Game,0.501143946616,10490,0,0
791,0-0,3-3,Returning,Start of Game,0.498856053384,10490,0,0
792,0-0,3-4,Serving,0-15,0.389253731343,3350,1,-1
793,0-0,4-3,Returning,15-0,0.610746268657,3350,1,1
794,0-0,3-4,Serving,0-30,0.322404371585,1281,2,-2
795,0-0,4-3,Returning,30-0,0.677595628415,1281,2,2
796,0-0,3-4,Serving,0-40,0.298418972332,506,3,-3
797,0-0,4-3,Returning,40-0,0.701581027668,506,3,3
798,0-0,3-4,Serving,15-0,0.464551313832,6051,1,1
799,0-0,4-3,Returning,0-15,0.535448686168,6051,1,-1
800,0-0,3-4,Serving,15-15,0.427784431138,4175,2,0
801,0-0,4-3,Returning,15-15,0.572215568862,4175,2,0
802,0-0,3-4,Serving,15-30,0.345351867941,2302,3,-1
803,0-0,4-3,Returning,30-15,0.654648132059,2302,3,1
804,0-0,3-4,Serving,15-40,0.295454545455,1188,4,-2
805,0-0,4-3,Returning,40-15,0.704545454545,1188,4,2
806,0-0,3-4,Serving,30-0,0.485678073511,3945,2,2
807,0-0,4-3,Returning,0-30,0.514321926489,3945,2,-2
808,0-0,3-4,Serving,30-15,0.459949622166,3970,3,1
809,0-0,4-3,Returning,15-30,0.540050377834,3970,3,-1
810,0-0,3-4,Serving,30-30,0.396319886766,2826,4,0
811,0-0,4-3,Returning,30-30,0.603680113234,2826,4,0
812,0-0,3-4,Serving,30-40,0.330773450357,1823,5,-1
813,0-0,4-3,Returning,40-30,0.669226549643,1823,5,1
814,0-0,3-4,Serving,40-0,0.512009149828,2623,3,3
815,0-0,4-3,Returning,0-40,0.487990850172,2623,3,-3
816,0-0,3-4,Serving,40-15,0.486789201608,3482,4,2
817,0-0,4-3,Returning,15-40,0.513210798392,3482,4,-2
818,0-0,3-4,Serving,40-30,0.447668393782,2895,5,1
819,0-0,4-3,Returning,30-40,0.552331606218,2895,5,-1
820,0-0,3-4,Serving,40-40,0.393846936181,3933,6,0
821,0-0,4-3,Returning,40-40,0.606153063819,3933,6,0
822,0-0,3-4,Serving,40-AD,0.323057161207,1557,7,-1
823,0-0,4-3,Returning,AD-40,0.676942838793,1557,7,1
824,0-0,3-4,Serving,AD-40,0.44,2375,7,1
825,0-0,4-3,Returning,40-AD,0.56,2375,7,-1
826,0-0,3-4,Serving,Start of Game,0.437779195916,9402,0,0
827,0-0,4-3,Returning,Start of Game,0.562220804084,9402,0,0
828,0-0,3-5,Serving,0-15,0.208943089431,2460,1,-1
829,0-0,5-3,Returning,15-0,0.791056910569,2460,1,1
830,0-0,3-5,Serving,0-30,0.19179389313,1048,2,-2
831,0-0,5-3,Returning,30-0,0.80820610687,1048,2,2
832,0-0,3-5,Serving,0-40,0.179954441913,439,3,-3
833,0-0,5-3,Returning,40-0,0.820045558087,439,3,3
834,0-0,3-5,Serving,15-0,0.247227481742,3697,1,1
835,0-0,5-3,Returning,0-15,0.752772518258,3697,1,-1
836,0-0,3-5,Serving,15-15,0.224746592101,2861,2,0
837,0-0,5-3,Returning,15-15,0.775253407899,2861,2,0
838,0-0,3-5,Serving,15-30,0.190966266438,1749,3,-1
839,0-0,5-3,Returning,30-15,0.809033733562,1749,3,1
840,0-0,3-5,Serving,15-40,0.166160081054,987,4,-2
841,0-0,5-3,Returning,40-15,0.833839918946,987,4,2
842,0-0,3-5,Serving,30-0,0.259786476868,2248,2,2
843,0-0,5-3,Returning,0-30,0.740213523132,2248,2,-2
844,0-0,3-5,Serving,30-15,0.254716981132,2544,3,1
845,0-0,5-3,Returning,15-30,0.745283018868,2544,3,-1
846,0-0,3-5,Serving,30-30,0.228614307154,1999,4,0
847,0-0,5-3,Returning,30-30,0.771385692846,1999,4,0
848,0-0,3-5,Serving,30-40,0.197901049475,1334,5,-1
849,0-0,5-3,Returning,40-30,0.802098950525,1334,5,1
850,0-0,3-5,Serving,40-0,0.257543859649,1425,3,3
851,0-0,5-3,Returning,0-40,0.742456140351,1425,3,-3
852,0-0,3-5,Serving,40-15,0.260656540911,2041,4,2
853,0-0,5-3,Returning,15-40,0.739343459089,2041,4,-2
854,0-0,3-5,Serving,40-30,0.239898989899,1980,5,1
