,Set Score,Game Score,Serving at Start of Game?,Point Score,% Win,Number of Instances,Points Elapsed,Y,Stdev
0,0-0,0-0,Serving,0-15,0.493220338983,590,1,-1,0.020582781853
1,0-0,0-0,Returning,15-0,0.506779661017,590,1,1,0.020582781853
2,0-0,0-0,Serving,0-30,0.42731277533,227,2,-2,0.0328336192384
3,0-0,0-0,Returning,30-0,0.57268722467,227,2,2,0.0328336192384
4,0-0,0-0,Serving,0-40,0.365853658537,82,3,-3,0.0531914121842
5,0-0,0-0,Returning,40-0,0.634146341463,82,3,3,0.0531914121842
6,0-0,0-0,Serving,15-0,0.570826306914,1186,1,1,0.0143722972897
7,0-0,0-0,Returning,0-15,0.429173693086,1186,1,-1,0.0143722972897
8,0-0,0-0,Serving,15-15,0.516688918558,749,2,0,0.0182594226456
9,0-0,0-0,Returning,15-15,0.483311081442,749,2,0,0.0182594226456
10,0-0,0-0,Serving,15-30,0.459798994975,398,3,-1,0.0249815951949
11,0-0,0-0,Returning,30-15,0.540201005025,398,3,1,0.0249815951949
12,0-0,0-0,Serving,15-40,0.457894736842,190,4,-2,0.0361449673875
13,0-0,0-0,Returning,40-15,0.542105263158,190,4,2,0.0361449673875
14,0-0,0-0,Serving,30-0,0.605,800,2,2,0.0172834819987
15,0-0,0-0,Returning,0-30,0.395,800,2,-2,0.0172834819987
16,0-0,0-0,Serving,30-15,0.555405405405,740,3,1,0.018267170414
17,0-0,0-0,Returning,15-30,0.444594594595,740,3,-1,0.018267170414
18,0-0,0-0,Serving,30-30,0.499051233397,527,4,0,0.0217803028819
19,0-0,0-0,Returning,30-30,0.500948766603,527,4,0,0.0217803028819
20,0-0,0-0,Serving,30-40,0.476047904192,334,5,-1,0.0273273731024
21,0-0,0-0,Returning,40-30,0.523952095808,334,5,1,0.0273273731024
22,0-0,0-0,Serving,40-0,0.618705035971,556,3,3,0.0205984700502
23,0-0,0-0,Returning,0-40,0.381294964029,556,3,-3,0.0205984700502
24,0-0,0-0,Serving,40-15,0.567026194145,649,4,2,0.0194495708913
25,0-0,0-0,Returning,15-40,0.432973805855,649,4,-2,0.0194495708913
26,0-0,0-0,Serving,40-30,0.539499036609,519,5,1,0.0218789728507
27,0-0,0-0,Returning,30-40,0.460500963391,519,5,-1,0.0218789728507
28,0-0,0-0,Serving,40-40,0.493580599144,701,6,0,0.0188831828695
29,0-0,0-0,Returning,40-40,0.506419400856,701,6,0,0.0188831828695
30,0-0,0-0,Serving,40-AD,0.406593406593,273,7,-1,0.0297286389165
31,0-0,0-0,Returning,AD-40,0.593406593407,273,7,1,0.0297286389165
32,0-0,0-0,Serving,AD-40,0.549065420561,428,7,1,0.0240517639057
33,0-0,0-0,Returning,40-AD,0.450934579439,428,7,-1,0.0240517639057
34,0-0,0-0,Serving,Start of Game,0.545045045045,1776,0,0,0.0118162294846
35,0-0,0-0,Returning,Start of Game,0.454954954955,1776,0,0,0.0118162294846
36,0-0,0-1,Serving,0-15,0.360443622921,541,1,-1,0.0206423652093
37,0-0,1-0,Returning,15-0,0.639556377079,541,1,1,0.0206423652093
38,0-0,0-1,Serving,0-30,0.27,200,2,-2,0.0313926743047
39,0-0,1-0,Returning,30-0,0.73,200,2,2,0.0313926743047
40,0-0,0-1,Serving,0-40,0.228260869565,92,3,-3,0.0437579613862
41,0-0,1-0,Returning,40-0,0.771739130435,92,3,3,0.0437579613862
42,0-0,0-1,Serving,15-0,0.437980241493,911,1,1,0.0164378064656
43,0-0,1-0,Returning,0-15,0.562019758507,911,1,-1,0.0164378064656
44,0-0,0-1,Serving,15-15,0.400602409639,664,2,0,0.019016484567
45,0-0,1-0,Returning,15-15,0.599397590361,664,2,0,0.019016484567
46,0-0,0-1,Serving,15-30,0.367521367521,351,3,-1,0.0257341997516
47,0-0,1-0,Returning,30-15,0.632478632479,351,3,1,0.0257341997516
48,0-0,0-1,Serving,15-40,0.28,175,4,-2,0.033941125497
49,0-0,1-0,Returning,40-15,0.72,175,4,2,0.033941125497
50,0-0,0-1,Serving,30-0,0.465986394558,588,2,2,0.0205718863476
51,0-0,1-0,Returning,0-30,0.534013605442,588,2,-2,0.0205718863476
52,0-0,0-1,Serving,30-15,0.412828947368,608,3,1,0.0199671279027
53,0-0,1-0,Returning,15-30,0.587171052632,608,3,-1,0.0199671279027
54,0-0,0-1,Serving,30-30,0.371681415929,452,4,0,0.0227303518666
55,0-0,1-0,Returning,30-30,0.628318584071,452,4,0,0.0227303518666
56,0-0,0-1,Serving,30-40,0.31884057971,276,5,-1,0.0280515354174
57,0-0,1-0,Returning,40-30,0.68115942029,276,5,1,0.0280515354174
58,0-0,0-1,Serving,40-0,0.481296758105,401,3,3,0.0249513336163
59,0-0,1-0,Returning,0-40,0.518703241895,401,3,-3,0.0249513336163
60,0-0,0-1,Serving,40-15,0.461232604374,503,4,2,0.0222267855995
61,0-0,1-0,Returning,15-40,0.538767395626,503,4,-2,0.0222267855995
62,0-0,0-1,Serving,40-30,0.420382165605,471,5,1,0.0227448228143
63,0-0,1-0,Returning,30-40,0.579617834395,471,5,-1,0.0227448228143
64,0-0,0-1,Serving,40-40,0.382059800664,602,6,0,0.0198034406463
65,0-0,1-0,Returning,40-40,0.617940199336,602,6,0,0.0198034406463
66,0-0,0-1,Serving,40-AD,0.297777777778,225,7,-1,0.0304854189437
67,0-0,1-0,Returning,AD-40,0.702222222222,225,7,1,0.0304854189437
68,0-0,0-1,Serving,AD-40,0.432360742706,377,7,1,0.0255145940904
69,0-0,1-0,Returning,40-AD,0.567639257294,377,7,-1,0.0255145940904
70,0-0,0-1,Serving,Start of Game,0.409090909091,1452,0,0,0.0129028884264
71,0-0,1-0,Returning,Start of Game,0.590909090909,1452,0,0,0.0129028884264
72,0-0,0-2,Serving,0-15,0.220183486239,109,1,-1,0.039689473407
73,0-0,2-0,Returning,15-0,0.779816513761,109,1,1,0.039689473407
74,0-0,0-2,Serving,0-30,0.163265306122,49,2,-2,0.0528010795227
75,0-0,2-0,Returning,30-0,0.836734693878,49,2,2,0.0528010795227
76,0-0,0-2,Serving,0-40,0.25,20,3,-3,0.0968245836552
77,0-0,2-0,Returning,40-0,0.75,20,3,3,0.0968245836552
78,0-0,0-2,Serving,15-0,0.346405228758,153,1,1,0.0384681046259
79,0-0,2-0,Returning,0-15,0.653594771242,153,1,-1,0.0384681046259
80,0-0,0-2,Serving,15-15,0.263157894737,114,2,0,0.041242311051
81,0-0,2-0,Returning,15-15,0.736842105263,114,2,0,0.041242311051
82,0-0,0-2,Serving,15-30,0.194805194805,77,3,-1,0.0451341623259
83,0-0,2-0,Returning,30-15,0.805194805195,77,3,1,0.0451341623259
84,0-0,0-2,Serving,15-40,0.205882352941,34,4,-2,0.0693445807053
85,0-0,2-0,Returning,40-15,0.794117647059,34,4,2,0.0693445807053
86,0-0,0-2,Serving,30-0,0.393939393939,99,2,2,0.0491083267479
87,0-0,2-0,Returning,0-30,0.606060606061,99,2,-2,0.0491083267479
88,0-0,0-2,Serving,30-15,0.313131313131,99,3,1,0.0466103658073
89,0-0,2-0,Returning,15-30,0.686868686869,99,3,-1,0.0466103658073
90,0-0,0-2,Serving,30-30,0.232558139535,86,4,0,0.0455553396241
91,0-0,2-0,Returning,30-30,0.767441860465,86,4,0,0.0455553396241
92,0-0,0-2,Serving,30-40,0.132075471698,53,5,-1,0.0465065508621
93,0-0,2-0,Returning,40-30,0.867924528302,53,5,1,0.0465065508621
94,0-0,0-2,Serving,40-0,0.393939393939,66,3,3,0.0601451713271
95,0-0,2-0,Returning,0-40,0.606060606061,66,3,-3,0.0601451713271
96,0-0,0-2,Serving,40-15,0.349397590361,83,4,2,0.0523333746182
97,0-0,2-0,Returning,15-40,0.650602409639,83,4,-2,0.0523333746182
98,0-0,0-2,Serving,40-30,0.301075268817,93,5,1,0.0475676034288
99,0-0,2-0,Returning,30-40,0.698924731183,93,5,-1,0.0475676034288
100,0-0,0-2,Serving,40-40,0.254098360656,122,6,0,0.0394150241563
101,0-0,2-0,Returning,40-40,0.745901639344,122,6,0,0.0394150241563
102,0-0,0-2,Serving,40-AD,0.181818181818,55,7,-1,0.0520070503225
103,0-0,2-0,Returning,AD-40,0.818181818182,55,7,1,0.0520070503225
104,0-0,0-2,Serving,AD-40,0.313432835821,67,7,1,0.0566730204113
105,0-0,2-0,Returning,40-AD,0.686567164179,67,7,-1,0.0566730204113
106,0-0,0-2,Serving,Start of Game,0.293893129771,262,0,0,0.028143576684
107,0-0,2-0,Returning,Start of Game,0.706106870229,262,0,0,0.028143576684
108,0-0,0-3,Serving,0-15,0.186440677966,118,1,-1,0.0358528716158
109,0-0,3-0,Returning,15-0,0.813559322034,118,1,1,0.0358528716158
110,0-0,0-3,Serving,0-30,0.183673469388,49,2,-2,0.055316810382
111,0-0,3-0,Returning,30-0,0.816326530612,49,2,2,0.055316810382
112,0-0,0-3,Serving,0-40,0.142857142857,14,3,-3,0.0935219529583
113,0-0,3-0,Returning,40-0,0.857142857143,14,3,3,0.0935219529583
114,0-0,0-3,Serving,15-0,0.226666666667,150,1,1,0.0341846835965
115,0-0,3-0,Returning,0-15,0.773333333333,150,1,-1,0.0341846835965
116,0-0,0-3,Serving,15-15,0.210526315789,133,2,0,0.0353505523294
117,0-0,3-0,Returning,15-15,0.789473684211,133,2,0,0.0353505523294
118,0-0,0-3,Serving,15-30,0.232558139535,86,3,-1,0.0455553396241
119,0-0,3-0,Returning,30-15,0.767441860465,86,3,1,0.0455553396241
120,0-0,0-3,Serving,15-40,0.209302325581,43,4,-2,0.0620380344867
121,0-0,3-0,Returning,40-15,0.790697674419,43,4,2,0.0620380344867
122,0-0,0-3,Serving,30-0,0.220930232558,86,2,2,0.0447369657385
123,0-0,3-0,Returning,0-30,0.779069767442,86,2,-2,0.0447369657385
124,0-0,0-3,Serving,30-15,0.207207207207,111,3,1,0.0384698759519
125,0-0,3-0,Returning,15-30,0.792792792793,111,3,-1,0.0384698759519
126,0-0,0-3,Serving,30-30,0.201923076923,104,4,0,0.0393639511884
127,0-0,3-0,Returning,30-30,0.798076923077,104,4,0,0.0393639511884
128,0-0,0-3,Serving,30-40,0.177419354839,62,5,-1,0.0485169952543
129,0-0,3-0,Returning,40-30,0.822580645161,62,5,1,0.0485169952543
130,0-0,0-3,Serving,40-0,0.19298245614,57,3,3,0.0522712607231
131,0-0,3-0,Returning,0-40,0.80701754386,57,3,-3,0.0522712607231
132,0-0,0-3,Serving,40-15,0.202702702703,74,4,2,0.0467330424542
133,0-0,3-0,Returning,15-40,0.797297297297,74,4,-2,0.0467330424542
134,0-0,0-3,Serving,40-30,0.239130434783,92,5,1,0.0444711765401
135,0-0,3-0,Returning,30-40,0.760869565217,92,5,-1,0.0444711765401
136,0-0,0-3,Serving,40-40,0.193333333333,150,6,0,0.0322444367869
137,0-0,3-0,Returning,40-40,0.806666666667,150,6,0,0.0322444367869
138,0-0,0-3,Serving,40-AD,0.136363636364,66,7,-1,0.0422418353311
139,0-0,3-0,Returning,AD-40,0.863636363636,66,7,1,0.0422418353311
140,0-0,0-3,Serving,AD-40,0.238095238095,84,7,1,0.0464714320452
141,0-0,3-0,Returning,40-AD,0.761904761905,84,7,-1,0.0464714320452
142,0-0,0-3,Serving,Start of Game,0.208955223881,268,0,0,0.0248347477363
143,0-0,3-0,Returning,Start of Game,0.791044776119,268,0,0,0.0248347477363
144,0-0,0-4,Serving,0-15,0.130434782609,23,1,-1,0.0702237263554
145,0-0,4-0,Returning,15-0,0.869565217391,23,1,1,0.0702237263554
146,0-0,0-4,Serving,0-30,0.0,7,2,-2,0.0
147,0-0,4-0,Returning,30-0,1.0,7,2,2,0.0
148,0-0,0-4,Serving,0-40,0.0,3,3,-3,0.0
149,0-0,4-0,Returning,40-0,1.0,3,3,3,0.0
150,0-0,0-4,Serving,15-0,0.261904761905,42,1,1,0.0678427203514
151,0-0,4-0,Returning,0-15,0.738095238095,42,1,-1,0.0678427203514
152,0-0,0-4,Serving,15-15,0.275862068966,29,2,0,0.0829960921123
153,0-0,4-0,Returning,15-15,0.724137931034,29,2,0,0.0829960921123
154,0-0,0-4,Serving,15-30,0.2,15,3,-1,0.103279555899
155,0-0,4-0,Returning,30-15,0.8,15,3,1,0.103279555899
156,0-0,0-4,Serving,15-40,0.0,7,4,-2,0.0
157,0-0,4-0,Returning,40-15,1.0,7,4,2,0.0
158,0-0,0-4,Serving,30-0,0.206896551724,29,2,2,0.0752215964515
159,0-0,4-0,Returning,0-30,0.793103448276,29,2,-2,0.0752215964515
160,0-0,0-4,Serving,30-15,0.230769230769,26,3,1,0.0826286393122
161,0-0,4-0,Returning,15-30,0.769230769231,26,3,-1,0.0826286393122
162,0-0,0-4,Serving,30-30,0.166666666667,24,4,0,0.0760725774313
163,0-0,4-0,Returning,30-30,0.833333333333,24,4,0,0.0760725774313
164,0-0,0-4,Serving,30-40,0.125,8,5,-1,0.116926793337
165,0-0,4-0,Returning,40-30,0.875,8,5,1,0.116926793337
166,0-0,0-4,Serving,40-0,0.238095238095,21,3,3,0.0929428640903
167,0-0,4-0,Returning,0-40,0.761904761905,21,3,-3,0.0929428640903
168,0-0,0-4,Serving,40-15,0.375,16,4,2,0.121030729569
169,0-0,4-0,Returning,15-40,0.625,16,4,-2,0.121030729569
170,0-0,0-4,Serving,40-30,0.190476190476,21,5,1,0.0856890867469
171,0-0,4-0,Returning,30-40,0.809523809524,21,5,-1,0.0856890867469
172,0-0,0-4,Serving,40-40,0.15,20,6,0,0.0798435971134
173,0-0,4-0,Returning,40-40,0.85,20,6,0,0.0798435971134
174,0-0,0-4,Serving,40-AD,0.125,8,7,-1,0.116926793337
175,0-0,4-0,Returning,AD-40,0.875,8,7,1,0.116926793337
176,0-0,0-4,Serving,AD-40,0.166666666667,12,7,1,0.107582870728
177,0-0,4-0,Returning,40-AD,0.833333333333,12,7,-1,0.107582870728
178,0-0,0-4,Serving,Start of Game,0.215384615385,65,0,0,0.0509893024739
179,0-0,4-0,Returning,Start of Game,0.784615384615,65,0,0,0.0509893024739
180,0-0,0-5,Serving,0-15,0.0333333333333,30,1,-1,0.0327730693417
181,0-0,5-0,Returning,15-0,0.966666666667,30,1,1,0.0327730693417
182,0-0,0-5,Serving,0-30,0.0666666666667,15,2,-2,0.064406118872
183,0-0,5-0,Returning,30-0,0.933333333333,15,2,2,0.064406118872
184,0-0,0-5,Serving,0-40,0.0,6,3,-3,0.0
185,0-0,5-0,Returning,40-0,1.0,6,3,3,0.0
186,0-0,0-5,Serving,15-0,0.111111111111,36,1,1,0.0523782800879
187,0-0,5-0,Returning,0-15,0.888888888889,36,1,-1,0.0523782800879
188,0-0,0-5,Serving,15-15,0.0344827586207,29,2,0,0.03388301272
189,0-0,5-0,Returning,15-15,0.965517241379,29,2,0,0.03388301272
190,0-0,0-5,Serving,15-30,0.0555555555556,18,3,-1,0.0539902953226
191,0-0,5-0,Returning,30-15,0.944444444444,18,3,1,0.0539902953226
192,0-0,0-5,Serving,15-40,0.0,8,4,-2,0.0
193,0-0,5-0,Returning,40-15,1.0,8,4,2,0.0
194,0-0,0-5,Serving,30-0,0.136363636364,22,2,2,0.0731650049985
195,0-0,5-0,Returning,0-30,0.863636363636,22,2,-2,0.0731650049985
196,0-0,0-5,Serving,30-15,0.0740740740741,27,3,1,0.0504010235141
197,0-0,5-0,Returning,15-30,0.925925925926,27,3,-1,0.0504010235141
198,0-0,0-5,Serving,30-30,0.0769230769231,26,4,0,0.0522589400374
199,0-0,5-0,Returning,30-30,0.923076923077,26,4,0,0.0522589400374
200,0-0,0-5,Serving,30-40,0.0,16,5,-1,0.0
201,0-0,5-0,Returning,40-30,1.0,16,5,1,0.0
202,0-0,0-5,Serving,40-0,0.133333333333,15,3,3,0.0877707451473
203,0-0,5-0,Returning,0-40,0.866666666667,15,3,-3,0.0877707451473
204,0-0,0-5,Serving,40-15,0.0555555555556,18,4,2,0.0539902953226
205,0-0,5-0,Returning,15-40,0.944444444444,18,4,-2,0.0539902953226
206,0-0,0-5,Serving,40-30,0.0833333333333,24,5,1,0.0564169333655
207,0-0,5-0,Returning,30-40,0.916666666667,24,5,-1,0.0564169333655
208,0-0,0-5,Serving,40-40,0.1,20,6,0,0.067082039325
209,0-0,5-0,Returning,40-40,0.9,20,6,0,0.067082039325
210,0-0,0-5,Serving,40-AD,0.111111111111,9,7,-1,0.104756560176
211,0-0,5-0,Returning,AD-40,0.888888888889,9,7,1,0.104756560176
212,0-0,0-5,Serving,AD-40,0.0909090909091,11,7,1,0.0866784172041
213,0-0,5-0,Returning,40-AD,0.909090909091,11,7,-1,0.0866784172041
214,0-0,0-5,Serving,Start of Game,0.0757575757576,66,0,0,0.0325712192794
215,0-0,5-0,Returning,Start of Game,0.924242424242,66,0,0,0.0325712192794
216,0-0,1-0,Serving,0-15,0.575221238938,113,1,-1,0.0465007151161
217,0-0,0-1,Returning,15-0,0.424778761062,113,1,1,0.0465007151161
218,0-0,1-0,Serving,0-30,0.470588235294,51,2,-2,0.0698927677395
219,0-0,0-1,Returning,30-0,0.529411764706,51,2,2,0.0698927677395
220,0-0,1-0,Serving,0-40,0.368421052632,19,3,-3,0.110664733271
221,0-0,0-1,Returning,40-0,0.631578947368,19,3,3,0.110664733271
222,0-0,1-0,Serving,15-0,0.706161137441,211,1,1,0.0313592231842
223,0-0,0-1,Returning,0-15,0.293838862559,211,1,-1,0.0313592231842
224,0-0,1-0,Serving,15-15,0.642335766423,137,2,0,0.0409504355562
225,0-0,0-1,Returning,15-15,0.357664233577,137,2,0,0.0409504355562
226,0-0,1-0,Serving,15-30,0.545454545455,77,3,-1,0.0567443439939
227,0-0,0-1,Returning,30-15,0.454545454545,77,3,1,0.0567443439939
228,0-0,1-0,Serving,15-40,0.447368421053,38,4,-2,0.08066009202
229,0-0,0-1,Returning,40-15,0.552631578947,38,4,2,0.08066009202
230,0-0,1-0,Serving,30-0,0.75,136,2,2,0.0371305328616
231,0-0,0-1,Returning,0-30,0.25,136,2,-2,0.0371305328616
232,0-0,1-0,Serving,30-15,0.684210526316,133,3,1,0.0403058310297
233,0-0,0-1,Returning,15-30,0.315789473684,133,3,-1,0.0403058310297
234,0-0,1-0,Serving,30-30,0.569892473118,93,4,0,0.0513385392767
235,0-0,0-1,Returning,30-30,0.430107526882,93,4,0,0.0513385392767
236,0-0,1-0,Serving,30-40,0.484375,64,5,-1,0.0624694749677
237,0-0,0-1,Returning,40-30,0.515625,64,5,1,0.0624694749677
238,0-0,1-0,Serving,40-0,0.778947368421,95,3,3,0.0425735729311
239,0-0,0-1,Returning,0-40,0.221052631579,95,3,-3,0.0425735729311
240,0-0,1-0,Serving,40-15,0.725,120,4,2,0.040760990338
241,0-0,0-1,Returning,15-40,0.275,120,4,-2,0.040760990338
242,0-0,1-0,Serving,40-30,0.626262626263,99,5,1,0.0486232422714
243,0-0,0-1,Returning,30-40,0.373737373737,99,5,-1,0.0486232422714
244,0-0,1-0,Serving,40-40,0.462025316456,158,6,0,0.0396629728334
245,0-0,0-1,Returning,40-40,0.537974683544,158,6,0,0.0396629728334
246,0-0,1-0,Serving,40-AD,0.5,60,7,-1,0.0645497224368
247,0-0,0-1,Returning,AD-40,0.5,60,7,1,0.0645497224368
248,0-0,1-0,Serving,AD-40,0.438775510204,98,7,1,0.0501275477086
249,0-0,0-1,Returning,40-AD,0.561224489796,98,7,-1,0.0501275477086
250,0-0,1-0,Serving,Start of Game,0.66049382716,324,0,0,0.0263078716242
251,0-0,0-1,Returning,Start of Game,0.33950617284,324,0,0,0.0263078716242
252,0-0,1-1,Serving,0-15,0.461165048544,412,1,-1,0.0245588181692
253,0-0,1-1,Returning,15-0,0.538834951456,412,1,1,0.0245588181692
254,0-0,1-1,Serving,0-30,0.392857142857,168,2,-2,0.037679760274
255,0-0,1-1,Returning,30-0,0.607142857143,168,2,2,0.037679760274
256,0-0,1-1,Serving,0-40,0.34328358209,67,3,-3,0.0580066857131
257,0-0,1-1,Returning,40-0,0.65671641791,67,3,3,0.0580066857131
258,0-0,1-1,Serving,15-0,0.59056122449,784,1,1,0.0175617955817
259,0-0,1-1,Returning,0-15,0.40943877551,784,1,-1,0.0175617955817
260,0-0,1-1,Serving,15-15,0.524,500,2,0,0.0223349054173
261,0-0,1-1,Returning,15-15,0.476,500,2,0,0.0223349054173
262,0-0,1-1,Serving,15-30,0.439393939394,264,3,-1,0.030545972892
263,0-0,1-1,Returning,30-15,0.560606060606,264,3,1,0.030545972892
264,0-0,1-1,Serving,15-40,0.419847328244,131,4,-2,0.0431202427809
265,0-0,1-1,Returning,40-15,0.580152671756,131,4,2,0.0431202427809
266,0-0,1-1,Serving,30-0,0.61553030303,528,2,2,0.0211708753756
267,0-0,1-1,Returning,0-30,0.38446969697,528,2,-2,0.0211708753756
268,0-0,1-1,Serving,30-15,0.562376237624,505,3,1,0.0220758909301
269,0-0,1-1,Returning,15-30,0.437623762376,505,3,-1,0.0220758909301
270,0-0,1-1,Serving,30-30,0.458213256484,347,4,0,0.0267475048294
271,0-0,1-1,Returning,30-30,0.541786743516,347,4,0,0.0267475048294
272,0-0,1-1,Serving,30-40,0.42523364486,214,5,-1,0.033795010978
273,0-0,1-1,Returning,40-30,0.57476635514,214,5,1,0.033795010978
274,0-0,1-1,Serving,40-0,0.638888888889,360,3,3,0.0253152279898
275,0-0,1-1,Returning,0-40,0.361111111111,360,3,-3,0.0253152279898
276,0-0,1-1,Serving,40-15,0.602678571429,448,4,2,0.0231193096749
277,0-0,1-1,Returning,15-40,0.397321428571,448,4,-2,0.0231193096749
278,0-0,1-1,Serving,40-30,0.530259365994,347,5,1,0.0267922077132
279,0-0,1-1,Returning,30-40,0.469740634006,347,5,-1,0.0267922077132
280,0-0,1-1,Serving,40-40,0.442687747036,506,6,0,0.022081205933
281,0-0,1-1,Returning,40-40,0.557312252964,506,6,0,0.022081205933
282,0-0,1-1,Serving,40-AD,0.352941176471,170,7,-1,0.0366520766142
283,0-0,1-1,Returning,AD-40,0.647058823529,170,7,1,0.0366520766142
284,0-0,1-1,Serving,AD-40,0.488095238095,336,7,1,0.0272695035405
285,0-0,1-1,Returning,40-AD,0.511904761905,336,7,-1,0.0272695035405
286,0-0,1-1,Serving,Start of Game,0.545986622074,1196,0,0,0.0143965932945
287,0-0,1-1,Returning,Start of Game,0.454013377926,1196,0,0,0.0143965932945
288,0-0,1-2,Serving,0-15,0.37037037037,378,1,-1,0.0248378955606
289,0-0,2-1,Returning,15-0,0.62962962963,378,1,1,0.0248378955606
290,0-0,1-2,Serving,0-30,0.337837837838,148,2,-2,0.0388781388898
291,0-0,2-1,Returning,30-0,0.662162162162,148,2,2,0.0388781388898
292,0-0,1-2,Serving,0-40,0.25,60,3,-3,0.0559016994375
293,0-0,2-1,Returning,40-0,0.75,60,3,3,0.0559016994375
294,0-0,1-2,Serving,15-0,0.434250764526,654,1,1,0.0193817688397
295,0-0,2-1,Returning,0-15,0.565749235474,654,1,-1,0.0193817688397
296,0-0,1-2,Serving,15-15,0.386075949367,474,2,0,0.0223616850719
297,0-0,2-1,Returning,15-15,0.613924050633,474,2,0,0.0223616850719
298,0-0,1-2,Serving,15-30,0.352490421456,261,3,-1,0.0295717145218
299,0-0,2-1,Returning,30-15,0.647509578544,261,3,1,0.0295717145218
300,0-0,1-2,Serving,15-40,0.296052631579,152,4,-2,0.0370282138974
301,0-0,2-1,Returning,40-15,0.703947368421,152,4,2,0.0370282138974
302,0-0,1-2,Serving,30-0,0.465853658537,410,2,2,0.0246355893346
303,0-0,2-1,Returning,0-30,0.534146341463,410,2,-2,0.0246355893346
304,0-0,1-2,Serving,30-15,0.412587412587,429,3,1,0.0237684556957
305,0-0,2-1,Returning,15-30,0.587412587413,429,3,-1,0.0237684556957
306,0-0,1-2,Serving,30-30,0.404605263158,304,4,0,0.0281501988975
307,0-0,2-1,Returning,30-30,0.595394736842,304,4,0,0.0281501988975
308,0-0,1-2,Serving,30-40,0.372549019608,204,5,-1,0.0338506123846
309,0-0,2-1,Returning,40-30,0.627450980392,204,5,1,0.0338506123846
310,0-0,1-2,Serving,40-0,0.496453900709,282,3,3,0.0297738178797
311,0-0,2-1,Returning,0-40,0.503546099291,282,3,-3,0.0297738178797
312,0-0,1-2,Serving,40-15,0.425352112676,355,4,2,0.0262398306482
313,0-0,2-1,Returning,15-40,0.574647887324,355,4,-2,0.0262398306482
314,0-0,1-2,Serving,40-30,0.410094637224,317,5,1,0.0276250826537
315,0-0,2-1,Returning,30-40,0.589905362776,317,5,-1,0.0276250826537
316,0-0,1-2,Serving,40-40,0.390070921986,423,6,0,0.0237159908451
317,0-0,2-1,Returning,40-40,0.609929078014,423,6,0,0.0237159908451
318,0-0,1-2,Serving,40-AD,0.321212121212,165,7,-1,0.0363513906531
319,0-0,2-1,Returning,AD-40,0.678787878788,165,7,1,0.0363513906531
320,0-0,1-2,Serving,AD-40,0.434108527132,258,7,1,0.0308571548752
321,0-0,2-1,Returning,40-AD,0.565891472868,258,7,-1,0.0308571548752
322,0-0,1-2,Serving,Start of Game,0.410852713178,1032,0,0,0.0153149354969
323,0-0,2-1,Returning,Start of Game,0.589147286822,1032,0,0,0.0153149354969
324,0-0,1-3,Serving,0-15,0.208,125,1,-1,0.0363027271703
325,0-0,3-1,Returning,15-0,0.792,125,1,1,0.0363027271703
326,0-0,1-3,Serving,0-30,0.111111111111,45,2,-2,0.0468485579284
327,0-0,3-1,Returning,30-0,0.888888888889,45,2,2,0.0468485579284
328,0-0,1-3,Serving,0-40,0.15,20,3,-3,0.0798435971134
329,0-0,3-1,Returning,40-0,0.85,20,3,3,0.0798435971134
330,0-0,1-3,Serving,15-0,0.316831683168,202,1,1,0.0327342561136
331,0-0,3-1,Returning,0-15,0.683168316832,202,1,-1,0.0327342561136
332,0-0,1-3,Serving,15-15,0.303797468354,158,2,0,0.0365873816679
333,0-0,3-1,Returning,15-15,0.696202531646,158,2,0,0.0365873816679
334,0-0,1-3,Serving,15-30,0.201923076923,104,3,-1,0.0393639511884
335,0-0,3-1,Returning,30-15,0.798076923077,104,3,1,0.0393639511884
336,0-0,1-3,Serving,15-40,0.175438596491,57,4,-2,0.0503775039171
337,0-0,3-1,Returning,40-15,0.824561403509,57,4,2,0.0503775039171
338,0-0,1-3,Serving,30-0,0.298387096774,124,2,2,0.0410892260085
339,0-0,3-1,Returning,0-30,0.701612903226,124,2,-2,0.0410892260085
340,0-0,1-3,Serving,30-15,0.35,120,3,1,0.0435411682587
341,0-0,3-1,Returning,15-30,0.65,120,3,-1,0.0435411682587
342,0-0,1-3,Serving,30-30,0.244680851064,94,4,0,0.0443405741125
343,0-0,3-1,Returning,30-30,0.755319148936,94,4,0,0.0443405741125
344,0-0,1-3,Serving,30-40,0.234375,64,5,-1,0.0529509441864
345,0-0,3-1,Returning,40-30,0.765625,64,5,1,0.0529509441864
346,0-0,1-3,Serving,40-0,0.289156626506,83,3,3,0.0497639090993
347,0-0,3-1,Returning,0-40,0.710843373494,83,3,-3,0.0497639090993
348,0-0,1-3,Serving,40-15,0.353982300885,113,4,2,0.0449856251913
349,0-0,3-1,Returning,15-40,0.646017699115,113,4,-2,0.0449856251913
350,0-0,1-3,Serving,40-30,0.330434782609,115,5,1,0.0438621989428
351,0-0,3-1,Returning,30-40,0.669565217391,115,5,-1,0.0438621989428
352,0-0,1-3,Serving,40-40,0.227848101266,158,6,0,0.0333691800515
353,0-0,3-1,Returning,40-40,0.772151898734,158,6,0,0.0333691800515
354,0-0,1-3,Serving,40-AD,0.126984126984,63,7,-1,0.0419484109615
355,0-0,3-1,Returning,AD-40,0.873015873016,63,7,1,0.0419484109615
356,0-0,1-3,Serving,AD-40,0.294736842105,95,7,1,0.0467768539266
