,Set Score,Game Score,Serving at Start of Game?,Point Score,% Win,Number of Instances,Points Elapsed,Y,Stdev
5705,0-1,6-6,Returning,1-0 (S),0.241134751773,141,1,1,0.0360248912432
5706,1-0,6-6,Serving,0-2 (R),0.666666666667,54,2,-2,0.06415002991
5707,0-1,6-6,Returning,2-0 (S),0.333333333333,54,2,2,0.06415002991
5708,1-0,6-6,Serving,0-3 (S),0.416666666667,12,3,-3,0.142318760638
5709,0-1,6-6,Returning,3-0 (R),0.583333333333,12,3,3,0.142318760638
5710,1-0,6-6,Serving,0-4 (S),0.0,3,4,-4,0.0
5711,0-1,6-6,Returning,4-0 (R),1.0,3,4,4,0.0
5712,1-0,6-6,Serving,0-5 (R),0.75,4,5,-5,0.216506350946
5713,0-1,6-6,Returning,5-0 (S),0.25,4,5,5,0.216506350946
5714,1-0,6-6,Serving,0-6 (R),1.0,2,6,-6,0.0
5715,0-1,6-6,Returning,6-0 (S),0.0,2,6,6,0.0
5716,1-0,6-6,Serving,1-0 (R),0.765432098765,81,1,1,0.0470809390994
5717,0-1,6-6,Returning,0-1 (S),0.234567901235,81,1,-1,0.0470809390994
5718,1-0,6-6,Serving,1-1 (R),0.80487804878,123,2,0,0.0357326767821
5719,0-1,6-6,Returning,1-1 (S),0.19512195122,123,2,0,0.0357326767821
5720,1-0,6-6,Serving,1-2 (S),0.653846153846,52,3,-1,0.0659736778727
5721,0-1,6-6,Returning,2-1 (R),0.346153846154,52,3,1,0.0659736778727
5722,1-0,6-6,Serving,1-3 (S),0.566666666667,30,4,-2,0.0904720132703
5723,0-1,6-6,Returning,3-1 (R),0.433333333333,30,4,2,0.0904720132703
5724,1-0,6-6,Serving,1-4 (R),0.590909090909,44,5,-3,0.074121450887
5725,0-1,6-6,Returning,4-1 (S),0.409090909091,44,5,3,0.074121450887
5726,1-0,6-6,Serving,1-5 (R),0.5,14,6,-4,0.133630620956
5727,0-1,6-6,Returning,5-1 (S),0.5,14,6,4,0.133630620956
5728,1-0,6-6,Serving,1-6 (S),0.428571428571,7,7,-5,0.187043905917
5729,0-1,6-6,Returning,6-1 (R),0.571428571429,7,7,5,0.187043905917
5730,1-0,6-6,Serving,2-0 (R),0.755555555556,45,2,2,0.0640644394383
5731,0-1,6-6,Returning,0-2 (S),0.244444444444,45,2,-2,0.0640644394383
5732,1-0,6-6,Serving,2-1 (S),0.888888888889,27,3,1,0.0604812282169
5733,0-1,6-6,Returning,1-2 (R),0.111111111111,27,3,-1,0.0604812282169
5734,1-0,6-6,Serving,2-2 (S),0.717948717949,39,4,0,0.0720573767722
5735,0-1,6-6,Returning,2-2 (R),0.282051282051,39,4,0,0.0720573767722
5736,1-0,6-6,Serving,2-3 (R),0.743243243243,74,5,-1,0.0507820893911
5737,0-1,6-6,Returning,3-2 (S),0.256756756757,74,5,1,0.0507820893911
5738,1-0,6-6,Serving,2-4 (R),0.661016949153,59,6,-2,0.0616267526771
5739,0-1,6-6,Returning,4-2 (S),0.338983050847,59,6,2,0.0616267526771
5740,1-0,6-6,Serving,2-5 (S),0.625,16,7,-3,0.121030729569
5741,0-1,6-6,Returning,5-2 (R),0.375,16,7,3,0.121030729569
5742,1-0,6-6,Serving,2-6 (S),0.7,10,8,-4,0.144913767462
5743,0-1,6-6,Returning,6-2 (R),0.3,10,8,4,0.144913767462
5744,1-0,6-6,Serving,3-0 (S),1.0,7,3,3,0.0
5745,0-1,6-6,Returning,0-3 (R),0.0,7,3,-3,0.0
5746,1-0,6-6,Serving,3-1 (S),0.954545454545,22,4,2,0.0444094736781
5747,0-1,6-6,Returning,1-3 (R),0.0454545454545,22,4,-2,0.0444094736781
5748,1-0,6-6,Serving,3-2 (R),0.811594202899,69,5,1,0.0470751869654
5749,0-1,6-6,Returning,2-3 (S),0.188405797101,69,5,-1,0.0470751869654
5750,1-0,6-6,Serving,3-3 (R),0.746268656716,67,6,0,0.0531615039598
5751,0-1,6-6,Returning,3-3 (S),0.253731343284,67,6,0,0.0531615039598
5752,1-0,6-6,Serving,3-4 (S),0.454545454545,22,7,-1,0.106158946931
5753,0-1,6-6,Returning,4-3 (R),0.545454545455,22,7,1,0.106158946931
5754,1-0,6-6,Serving,3-5 (S),0.5,16,8,-2,0.125
5755,0-1,6-6,Returning,5-3 (R),0.5,16,8,2,0.125
5756,1-0,6-6,Serving,3-6 (R),0.615384615385,39,9,-3,0.0779030282372
5757,0-1,6-6,Returning,6-3 (S),0.384615384615,39,9,3,0.0779030282372
5758,1-0,6-6,Serving,4-0 (S),1.0,4,4,4,0.0
5759,0-1,6-6,Returning,0-4 (R),0.0,4,4,-4,0.0
5760,1-0,6-6,Serving,4-1 (R),0.964285714286,28,5,3,0.0350707323594
5761,0-1,6-6,Returning,1-4 (S),0.0357142857143,28,5,-3,0.0350707323594
5762,1-0,6-6,Serving,4-2 (R),0.872727272727,55,6,2,0.0449392276839
5763,0-1,6-6,Returning,2-4 (S),0.127272727273,55,6,-2,0.0449392276839
5764,1-0,6-6,Serving,4-3 (S),0.888888888889,36,7,1,0.0523782800879
5765,0-1,6-6,Returning,3-4 (R),0.111111111111,36,7,-1,0.0523782800879
5766,1-0,6-6,Serving,4-4 (S),0.592592592593,27,8,0,0.0945607020006
5767,0-1,6-6,Returning,4-4 (R),0.407407407407,27,8,0,0.0945607020006
5768,1-0,6-6,Serving,4-5 (R),0.7,50,9,-1,0.0648074069841
5769,0-1,6-6,Returning,5-4 (S),0.3,50,9,1,0.0648074069841
5770,1-0,6-6,Serving,4-6 (R),0.594594594595,37,10,-2,0.0807150246695
5771,0-1,6-6,Returning,6-4 (S),0.405405405405,37,10,2,0.0807150246695
5772,1-0,6-6,Serving,5-0 (R),0.666666666667,3,5,5,0.272165526976
5773,0-1,6-6,Returning,0-5 (S),0.333333333333,3,5,-5,0.272165526976
5774,1-0,6-6,Serving,5-1 (R),0.95652173913,23,6,4,0.0425225779932
5775,0-1,6-6,Returning,1-5 (S),0.0434782608696,23,6,-4,0.0425225779932
5776,1-0,6-6,Serving,5-2 (S),0.9,10,7,3,0.0948683298051
5777,0-1,6-6,Returning,2-5 (R),0.1,10,7,-3,0.0948683298051
5778,1-0,6-6,Serving,5-3 (S),0.896551724138,29,8,2,0.0565523041645
5779,0-1,6-6,Returning,3-5 (R),0.103448275862,29,8,-2,0.0565523041645
5780,1-0,6-6,Serving,5-4 (R),0.846153846154,65,9,1,0.0447518826064
5781,0-1,6-6,Returning,4-5 (S),0.153846153846,65,9,-1,0.0447518826064
5782,1-0,6-6,Serving,5-5 (R),0.72131147541,61,10,0,0.0574058360619
5783,0-1,6-6,Returning,5-5 (S),0.27868852459,61,10,0,0.0574058360619
5784,1-0,6-6,Serving,5-6 (S),0.647058823529,17,11,-1,0.115904043076
5785,0-1,6-6,Returning,6-5 (R),0.352941176471,17,11,1,0.115904043076
5786,1-0,6-6,Serving,6-0 (R),0.5,2,6,6,0.353553390593
5787,0-1,6-6,Returning,0-6 (S),0.5,2,6,-6,0.353553390593
5788,1-0,6-6,Serving,6-1 (S),1.0,6,7,5,0.0
5789,0-1,6-6,Returning,1-6 (R),0.0,6,7,-5,0.0
5790,1-0,6-6,Serving,6-2 (S),1.0,10,8,4,0.0
5791,0-1,6-6,Returning,2-6 (R),0.0,10,8,-4,0.0
5792,1-0,6-6,Serving,6-3 (R),0.90625,32,9,3,0.0515269763995
5793,0-1,6-6,Returning,3-6 (S),0.09375,32,9,-3,0.0515269763995
5794,1-0,6-6,Serving,6-4 (R),0.913793103448,58,10,2,0.0368536873041
5795,0-1,6-6,Returning,4-6 (S),0.0862068965517,58,10,-2,0.0368536873041
5796,1-0,6-6,Serving,6-5 (S),0.869565217391,23,11,1,0.0702237263554
5797,0-1,6-6,Returning,5-6 (R),0.130434782609,23,11,-1,0.0702237263554
5798,1-0,6-6,Serving,6-6 (S),0.818181818182,55,12,0,0.0520070503225
5799,0-1,6-6,Returning,6-6 (R),0.181818181818,55,12,0,0.0520070503225
5800,1-0,6-6,Serving,6-7 (R),0.634146341463,41,13,-1,0.0752240165126
5801,0-1,6-6,Returning,7-6 (S),0.365853658537,41,13,1,0.0752240165126
5802,1-0,6-6,Serving,7-6 (R),0.933333333333,30,13,1,0.0455420034043
5803,0-1,6-6,Returning,6-7 (S),0.0666666666667,30,13,-1,0.0455420034043
5804,1-1,0-0,Serving,0-15,0.404651162791,215,1,-1,0.0334739467759
5805,1-1,0-0,Returning,15-0,0.595348837209,215,1,1,0.0334739467759
5806,1-1,0-0,Serving,0-30,0.353658536585,82,2,-2,0.0527978399509
5807,1-1,0-0,Returning,30-0,0.646341463415,82,2,2,0.0527978399509
5808,1-1,0-0,Serving,0-40,0.2,25,3,-3,0.08
5809,1-1,0-0,Returning,40-0,0.8,25,3,3,0.08
5810,1-1,0-0,Serving,15-0,0.549295774648,355,1,1,0.0264079547662
5811,1-1,0-0,Returning,0-15,0.450704225352,355,1,-1,0.0264079547662
5812,1-1,0-0,Serving,15-15,0.470817120623,257,2,0,0.0311359738863
5813,1-1,0-0,Returning,15-15,0.529182879377,257,2,0,0.0311359738863
5814,1-1,0-0,Serving,15-30,0.44094488189,127,3,-1,0.0440572724095
5815,1-1,0-0,Returning,30-15,0.55905511811,127,3,1,0.0440572724095
5816,1-1,0-0,Serving,15-40,0.311475409836,61,4,-2,0.059293446256
5817,1-1,0-0,Returning,40-15,0.688524590164,61,4,2,0.059293446256
5818,1-1,0-0,Serving,30-0,0.571428571429,231,2,2,0.0325601647028
5819,1-1,0-0,Returning,0-30,0.428571428571,231,2,-2,0.0325601647028
5820,1-1,0-0,Serving,30-15,0.505882352941,255,3,1,0.0313090476132
5821,1-1,0-0,Returning,15-30,0.494117647059,255,3,-1,0.0313090476132
5822,1-1,0-0,Serving,30-30,0.447513812155,181,4,0,0.0369593774377
5823,1-1,0-0,Returning,30-30,0.552486187845,181,4,0,0.0369593774377
5824,1-1,0-0,Serving,30-40,0.330188679245,106,5,-1,0.0456777179633
5825,1-1,0-0,Returning,40-30,0.669811320755,106,5,1,0.0456777179633
5826,1-1,0-0,Serving,40-0,0.564417177914,163,3,3,0.0388366428696
5827,1-1,0-0,Returning,0-40,0.435582822086,163,3,-3,0.0388366428696
5828,1-1,0-0,Serving,40-15,0.556074766355,214,4,2,0.0339636708452
5829,1-1,0-0,Returning,15-40,0.443925233645,214,4,-2,0.0339636708452
5830,1-1,0-0,Serving,40-30,0.5,184,5,1,0.0368604890387
5831,1-1,0-0,Returning,30-40,0.5,184,5,-1,0.0368604890387
5832,1-1,0-0,Serving,40-40,0.399159663866,238,6,0,0.031744199934
5833,1-1,0-0,Returning,40-40,0.600840336134,238,6,0,0.031744199934
5834,1-1,0-0,Serving,40-AD,0.326315789474,95,7,-1,0.0481044691013
5835,1-1,0-0,Returning,AD-40,0.673684210526,95,7,1,0.0481044691013
5836,1-1,0-0,Serving,AD-40,0.447552447552,143,7,1,0.0415814353279
5837,1-1,0-0,Returning,40-AD,0.552447552448,143,7,-1,0.0415814353279
5838,1-1,0-0,Serving,Start of Game,0.494736842105,570,0,0,0.0209415351223
5839,1-1,0-0,Returning,Start of Game,0.505263157895,570,0,0,0.0209415351223
5840,1-1,0-1,Serving,0-15,0.407185628743,167,1,-1,0.0380187073782
5841,1-1,1-0,Returning,15-0,0.592814371257,167,1,1,0.0380187073782
5842,1-1,0-1,Serving,0-30,0.368421052632,57,2,-2,0.0638923135439
5843,1-1,1-0,Returning,30-0,0.631578947368,57,2,2,0.0638923135439
5844,1-1,0-1,Serving,0-40,0.190476190476,21,3,-3,0.0856890867469
5845,1-1,1-0,Returning,40-0,0.809523809524,21,3,3,0.0856890867469
5846,1-1,0-1,Serving,15-0,0.469178082192,292,1,1,0.0292046398888
5847,1-1,1-0,Returning,0-15,0.530821917808,292,1,-1,0.0292046398888
5848,1-1,0-1,Serving,15-15,0.405286343612,227,2,0,0.032585321639
5849,1-1,1-0,Returning,15-15,0.594713656388,227,2,0,0.032585321639
5850,1-1,0-1,Serving,15-30,0.375,128,3,-1,0.0427908248051
5851,1-1,1-0,Returning,30-15,0.625,128,3,1,0.0427908248051
5852,1-1,0-1,Serving,15-40,0.25,48,4,-2,0.0625
5853,1-1,1-0,Returning,40-15,0.75,48,4,2,0.0625
5854,1-1,0-1,Serving,30-0,0.525714285714,175,2,2,0.0377464303334
5855,1-1,1-0,Returning,0-30,0.474285714286,175,2,-2,0.0377464303334
5856,1-1,0-1,Serving,30-15,0.473404255319,188,3,1,0.0364146237258
5857,1-1,1-0,Returning,15-30,0.526595744681,188,3,-1,0.0364146237258
5858,1-1,0-1,Serving,30-30,0.408536585366,164,4,0,0.0383846421734
5859,1-1,1-0,Returning,30-30,0.591463414634,164,4,0,0.0383846421734
5860,1-1,0-1,Serving,30-40,0.301204819277,83,5,-1,0.0503578132057
5861,1-1,1-0,Returning,40-30,0.698795180723,83,5,1,0.0503578132057
5862,1-1,0-1,Serving,40-0,0.524590163934,122,3,3,0.0452130950708
5863,1-1,1-0,Returning,0-40,0.475409836066,122,3,-3,0.0452130950708
5864,1-1,0-1,Serving,40-15,0.522012578616,159,4,2,0.0396141330461
5865,1-1,1-0,Returning,15-40,0.477987421384,159,4,-2,0.0396141330461
5866,1-1,0-1,Serving,40-30,0.460122699387,163,5,1,0.0390382697947
5867,1-1,1-0,Returning,30-40,0.539877300613,163,5,-1,0.0390382697947
5868,1-1,0-1,Serving,40-40,0.38679245283,212,6,0,0.033448358624
5869,1-1,1-0,Returning,40-40,0.61320754717,212,6,0,0.033448358624
5870,1-1,0-1,Serving,40-AD,0.353658536585,82,7,-1,0.0527978399509
5871,1-1,1-0,Returning,AD-40,0.646341463415,82,7,1,0.0527978399509
5872,1-1,0-1,Serving,AD-40,0.407692307692,130,7,1,0.043099106714
5873,1-1,1-0,Returning,40-AD,0.592307692308,130,7,-1,0.043099106714
5874,1-1,0-1,Serving,Start of Game,0.446623093682,459,0,0,0.0232046360156
5875,1-1,1-0,Returning,Start of Game,0.553376906318,459,0,0,0.0232046360156
5876,1-1,0-2,Serving,0-15,0.255813953488,43,1,-1,0.0665378323385
5877,1-1,2-0,Returning,15-0,0.744186046512,43,1,1,0.0665378323385
5878,1-1,0-2,Serving,0-30,0.230769230769,13,2,-2,0.116854542356
5879,1-1,2-0,Returning,30-0,0.769230769231,13,2,2,0.116854542356
5880,1-1,0-2,Serving,0-40,0.428571428571,7,3,-3,0.187043905917
5881,1-1,2-0,Returning,40-0,0.571428571429,7,3,3,0.187043905917
5882,1-1,0-2,Serving,15-0,0.24,50,1,1,0.0603986754822
5883,1-1,2-0,Returning,0-15,0.76,50,1,-1,0.0603986754822
5884,1-1,0-2,Serving,15-15,0.235294117647,51,2,0,0.0593974310938
5885,1-1,2-0,Returning,15-15,0.764705882353,51,2,0,0.0593974310938
5886,1-1,0-2,Serving,15-30,0.260869565217,23,3,-1,0.0915605371517
5887,1-1,2-0,Returning,30-15,0.739130434783,23,3,1,0.0915605371517
5888,1-1,0-2,Serving,15-40,0.428571428571,14,4,-2,0.132260014253
5889,1-1,2-0,Returning,40-15,0.571428571429,14,4,2,0.132260014253
5890,1-1,0-2,Serving,30-0,0.275862068966,29,2,2,0.0829960921123
5891,1-1,2-0,Returning,0-30,0.724137931034,29,2,-2,0.0829960921123
5892,1-1,0-2,Serving,30-15,0.1875,48,3,1,0.0563367386791
5893,1-1,2-0,Returning,15-30,0.8125,48,3,-1,0.0563367386791
5894,1-1,0-2,Serving,30-30,0.166666666667,36,4,0,0.062112999375
5895,1-1,2-0,Returning,30-30,0.833333333333,36,4,0,0.062112999375
5896,1-1,0-2,Serving,30-40,0.125,24,5,-1,0.0675077156084
5897,1-1,2-0,Returning,40-30,0.875,24,5,1,0.0675077156084
5898,1-1,0-2,Serving,40-0,0.333333333333,15,3,3,0.12171612389
5899,1-1,2-0,Returning,0-40,0.666666666667,15,3,-3,0.12171612389
5900,1-1,0-2,Serving,40-15,0.228571428571,35,4,2,0.0709781718181
5901,1-1,2-0,Returning,15-40,0.771428571429,35,4,-2,0.0709781718181
5902,1-1,0-2,Serving,40-30,0.222222222222,36,5,1,0.0692899516069
5903,1-1,2-0,Returning,30-40,0.777777777778,36,5,-1,0.0692899516069
5904,1-1,0-2,Serving,40-40,0.177419354839,62,6,0,0.0485169952543
5905,1-1,2-0,Returning,40-40,0.822580645161,62,6,0,0.0485169952543
5906,1-1,0-2,Serving,40-AD,0.0454545454545,22,7,-1,0.0444094736781
5907,1-1,2-0,Returning,AD-40,0.954545454545,22,7,1,0.0444094736781
5908,1-1,0-2,Serving,AD-40,0.25,40,7,1,0.0684653196881
5909,1-1,2-0,Returning,40-AD,0.75,40,7,-1,0.0684653196881
5910,1-1,0-2,Serving,Start of Game,0.247311827957,93,0,0,0.0447392310235
5911,1-1,2-0,Returning,Start of Game,0.752688172043,93,0,0,0.0447392310235
5912,1-1,0-3,Serving,0-15,0.175,40,1,-1,0.0600780742035
5913,1-1,3-0,Returning,15-0,0.825,40,1,1,0.0600780742035
5914,1-1,0-3,Serving,0-30,0.190476190476,21,2,-2,0.0856890867469
5915,1-1,3-0,Returning,30-0,0.809523809524,21,2,2,0.0856890867469
5916,1-1,0-3,Serving,0-40,0.222222222222,9,3,-3,0.138579903214
5917,1-1,3-0,Returning,40-0,0.777777777778,9,3,3,0.138579903214
5918,1-1,0-3,Serving,15-0,0.279069767442,43,1,1,0.0684019978529
5919,1-1,3-0,Returning,0-15,0.720930232558,43,1,-1,0.0684019978529
5920,1-1,0-3,Serving,15-15,0.206896551724,29,2,0,0.0752215964515
5921,1-1,3-0,Returning,15-15,0.793103448276,29,2,0,0.0752215964515
5922,1-1,0-3,Serving,15-30,0.0952380952381,21,3,-1,0.064056448489
5923,1-1,3-0,Returning,30-15,0.904761904762,21,3,1,0.064056448489
5924,1-1,0-3,Serving,15-40,0.166666666667,18,4,-2,0.0878410461158
5925,1-1,3-0,Returning,40-15,0.833333333333,18,4,2,0.0878410461158
5926,1-1,0-3,Serving,30-0,0.272727272727,33,2,2,0.0775275332202
5927,1-1,3-0,Returning,0-30,0.727272727273,33,2,-2,0.0775275332202
5928,1-1,0-3,Serving,30-15,0.21875,32,3,1,0.0730792458354
5929,1-1,3-0,Returning,15-30,0.78125,32,3,-1,0.0730792458354
5930,1-1,0-3,Serving,30-30,0.15,20,4,0,0.0798435971134
5931,1-1,3-0,Returning,30-30,0.85,20,4,0,0.0798435971134
5932,1-1,0-3,Serving,30-40,0.166666666667,18,5,-1,0.0878410461158
5933,1-1,3-0,Returning,40-30,0.833333333333,18,5,1,0.0878410461158
5934,1-1,0-3,Serving,40-0,0.380952380952,21,3,3,0.105971169574
5935,1-1,3-0,Returning,0-40,0.619047619048,21,3,-3,0.105971169574
5936,1-1,0-3,Serving,40-15,0.3,30,4,2,0.0836660026534
5937,1-1,3-0,Returning,15-40,0.7,30,4,-2,0.0836660026534
5938,1-1,0-3,Serving,40-30,0.25,24,5,1,0.0883883476483
5939,1-1,3-0,Returning,30-40,0.75,24,5,-1,0.0883883476483
5940,1-1,0-3,Serving,40-40,0.346153846154,26,6,0,0.0933008700072
5941,1-1,3-0,Returning,40-40,0.653846153846,26,6,0,0.0933008700072
5942,1-1,0-3,Serving,40-AD,0.5,10,7,-1,0.158113883008
5943,1-1,3-0,Returning,AD-40,0.5,10,7,1,0.158113883008
5944,1-1,0-3,Serving,AD-40,0.25,16,7,1,0.108253175473
5945,1-1,3-0,Returning,40-AD,0.75,16,7,-1,0.108253175473
5946,1-1,0-3,Serving,Start of Game,0.228915662651,83,0,0,0.0461157895815
5947,1-1,3-0,Returning,Start of Game,0.771084337349,83,0,0,0.0461157895815
5948,1-1,0-4,Serving,0-15,0.1,10,1,-1,0.0948683298051
5949,1-1,4-0,Returning,15-0,0.9,10,1,1,0.0948683298051
5950,1-1,0-4,Serving,0-30,0.0,4,2,-2,0.0
5951,1-1,4-0,Returning,30-0,1.0,4,2,2,0.0
5952,1-1,0-4,Serving,0-40,0.0,2,3,-3,0.0
5953,1-1,4-0,Returning,40-0,1.0,2,3,3,0.0
5954,1-1,0-4,Serving,15-0,0.230769230769,13,1,1,0.116854542356
5955,1-1,4-0,Returning,0-15,0.769230769231,13,1,-1,0.116854542356
5956,1-1,0-4,Serving,15-15,0.166666666667,12,2,0,0.107582870728
5957,1-1,4-0,Returning,15-15,0.833333333333,12,2,0,0.107582870728
5958,1-1,0-4,Serving,15-30,0.285714285714,7,3,-1,0.170746944191
5959,1-1,4-0,Returning,30-15,0.714285714286,7,3,1,0.170746944191
5960,1-1,0-4,Serving,15-40,0.5,2,4,-2,0.353553390593
5961,1-1,4-0,Returning,40-15,0.5,2,4,2,0.353553390593
5962,1-1,0-4,Serving,30-0,0.285714285714,7,2,2,0.170746944191
5963,1-1,4-0,Returning,0-30,0.714285714286,7,2,-2,0.170746944191
5964,1-1,0-4,Serving,30-15,0.1,10,3,1,0.0948683298051
5965,1-1,4-0,Returning,15-30,0.9,10,3,-1,0.0948683298051
5966,1-1,0-4,Serving,30-30,0.125,8,4,0,0.116926793337
5967,1-1,4-0,Returning,30-30,0.875,8,4,0,0.116926793337
5968,1-1,0-4,Serving,30-40,0.0,3,5,-1,0.0
5969,1-1,4-0,Returning,40-30,1.0,3,5,1,0.0
5970,1-1,0-4,Serving,40-0,0.25,4,3,3,0.216506350946
5971,1-1,4-0,Returning,0-40,0.75,4,3,-3,0.216506350946
5972,1-1,0-4,Serving,40-15,0.125,8,4,2,0.116926793337
5973,1-1,4-0,Returning,15-40,0.875,8,4,-2,0.116926793337
5974,1-1,0-4,Serving,40-30,0.111111111111,9,5,1,0.104756560176
5975,1-1,4-0,Returning,30-40,0.888888888889,9,5,-1,0.104756560176
5976,1-1,0-4,Serving,40-40,0.2,10,6,0,0.126491106407
5977,1-1,4-0,Returning,40-40,0.8,10,6,0,0.126491106407
5978,1-1,0-4,Serving,40-AD,0.166666666667,6,7,-1,0.152145154863
5979,1-1,4-0,Returning,AD-40,0.833333333333,6,7,1,0.152145154863
5980,1-1,0-4,Serving,AD-40,0.25,4,7,1,0.216506350946
5981,1-1,4-0,Returning,40-AD,0.75,4,7,-1,0.216506350946
5982,1-1,0-4,Serving,Start of Game,0.173913043478,23,0,0,0.0790341964475
5983,1-1,4-0,Returning,Start of Game,0.826086956522,23,0,0,0.0790341964475
5984,1-1,0-5,Serving,0-15,0.0909090909091,11,1,-1,0.0866784172041
5985,1-1,5-0,Returning,15-0,0.909090909091,11,1,1,0.0866784172041
5986,1-1,0-5,Serving,0-30,0.333333333333,3,2,-2,0.272165526976
5987,1-1,5-0,Returning,30-0,0.666666666667,3,2,2,0.272165526976
5988,1-1,0-5,Serving,0-40,0.333333333333,3,3,-3,0.272165526976
5989,1-1,5-0,Returning,40-0,0.666666666667,3,3,3,0.272165526976
5990,1-1,0-5,Serving,15-0,0.166666666667,12,1,1,0.107582870728
5991,1-1,5-0,Returning,0-15,0.833333333333,12,1,-1,0.107582870728
5992,1-1,0-5,Serving,15-15,0.181818181818,11,2,0,0.11629129983
5993,1-1,5-0,Returning,15-15,0.818181818182,11,2,0,0.11629129983
5994,1-1,0-5,Serving,15-30,0.166666666667,6,3,-1,0.152145154863
5995,1-1,5-0,Returning,30-15,0.833333333333,6,3,1,0.152145154863
5996,1-1,0-5,Serving,15-40,0.0,6,4,-2,0.0
5997,1-1,5-0,Returning,40-15,1.0,6,4,2,0.0
5998,1-1,0-5,Serving,30-0,0.0,9,2,2,0.0
5999,1-1,5-0,Returning,0-30,1.0,9,2,-2,0.0
6000,1-1,0-5,Serving,30-15,0.142857142857,7,3,1,0.132260014253
6001,1-1,5-0,Returning,15-30,0.857142857143,7,3,-1,0.132260014253
6002,1-1,0-5,Serving,30-30,0.25,4,4,0,0.216506350946
6003,1-1,5-0,Returning,30-30,0.75,4,4,0,0.216506350946
6004,1-1,0-5,Serving,30-40,0.0,5,5,-1,0.0
6005,1-1,5-0,Returning,40-30,1.0,5,5,1,0.0
6006,1-1,0-5,Serving,40-0,0.0,7,3,3,0.0
6007,1-1,5-0,Returning,0-40,1.0,7,3,-3,0.0
6008,1-1,0-5,Serving,40-15,0.142857142857,7,4,2,0.132260014253
6009,1-1,5-0,Returning,15-40,0.857142857143,7,4,-2,0.132260014253
6010,1-1,0-5,Serving,40-30,0.166666666667,6,5,1,0.152145154863
6011,1-1,5-0,Returning,30-40,0.833333333333,6,5,-1,0.152145154863
6012,1-1,0-5,Serving,40-40,0.0,7,6,0,0.0
6013,1-1,5-0,Returning,40-40,1.0,7,6,0,0.0
6014,1-1,0-5,Serving,40-AD,0.0,3,7,-1,0.0
6015,1-1,5-0,Returning,AD-40,1.0,3,7,1,0.0
6016,1-1,0-5,Serving,AD-40,0.0,4,7,1,0.0
6017,1-1,5-0,Returning,40-AD,1.0,4,7,-1,0.0
6018,1-1,0-5,Serving,Start of Game,0.130434782609,23,0,0,0.0702237263554
6019,1-1,5-0,Returning,Start of Game,0.869565217391,23,0,0,0.0702237263554
6020,1-1,1-0,Serving,0-15,0.75,40,1,-1,0.0684653196881
6021,1-1,0-1,Returning,15-0,0.25,40,1,1,0.0684653196881
6022,1-1,1-0,Serving,0-30,0.823529411765,17,2,-2,0.0924594409404
6023,1-1,0-1,Returning,30-0,0.176470588235,17,2,2,0.0924594409404
6024,1-1,1-0,Serving,0-40,0.777777777778,9,3,-3,0.138579903214
6025,1-1,0-1,Returning,40-0,0.222222222222,9,3,3,0.138579903214
6026,1-1,1-0,Serving,15-0,0.746478873239,71,1,1,0.0516281620178
6027,1-1,0-1,Returning,0-15,0.253521126761,71,1,-1,0.0516281620178
6028,1-1,1-0,Serving,15-15,0.711111111111,45,2,0,0.067565951117
6029,1-1,0-1,Returning,15-15,0.288888888889,45,2,0,0.067565951117
6030,1-1,1-0,Serving,15-30,0.736842105263,19,3,-1,0.101022617888
6031,1-1,0-1,Returning,30-15,0.263157894737,19,3,1,0.101022617888
6032,1-1,1-0,Serving,15-40,0.7,10,4,-2,0.144913767462
6033,1-1,0-1,Returning,40-15,0.3,10,4,2,0.144913767462
6034,1-1,1-0,Serving,30-0,0.755102040816,49,2,2,0.0614323833986
6035,1-1,0-1,Returning,0-30,0.244897959184,49,2,-2,0.0614323833986
6036,1-1,1-0,Serving,30-15,0.739130434783,46,3,1,0.064743076709
6037,1-1,0-1,Returning,15-30,0.260869565217,46,3,-1,0.064743076709
6038,1-1,1-0,Serving,30-30,0.793103448276,29,4,0,0.0752215964515
6039,1-1,0-1,Returning,30-30,0.206896551724,29,4,0,0.0752215964515
6040,1-1,1-0,Serving,30-40,0.9,10,5,-1,0.0948683298051
6041,1-1,0-1,Returning,40-30,0.1,10,5,1,0.0948683298051
6042,1-1,1-0,Serving,40-0,0.756756756757,37,3,3,0.0705338653299
6043,1-1,0-1,Returning,0-40,0.243243243243,37,3,-3,0.0705338653299
6044,1-1,1-0,Serving,40-15,0.725,40,4,2,0.0706001062322
6045,1-1,0-1,Returning,15-40,0.275,40,4,-2,0.0706001062322
6046,1-1,1-0,Serving,40-30,0.775,40,5,1,0.0660255632312
6047,1-1,0-1,Returning,30-40,0.225,40,5,-1,0.0660255632312
6048,1-1,1-0,Serving,40-40,0.853658536585,41,6,0,0.0551993371073
6049,1-1,0-1,Returning,40-40,0.146341463415,41,6,0,0.0551993371073
6050,1-1,1-0,Serving,40-AD,0.8,15,7,-1,0.103279555899
6051,1-1,0-1,Returning,AD-40,0.2,15,7,1,0.103279555899
6052,1-1,1-0,Serving,AD-40,0.884615384615,26,7,1,0.0626562680016
6053,1-1,0-1,Returning,40-AD,0.115384615385,26,7,-1,0.0626562680016
6054,1-1,1-0,Serving,Start of Game,0.747747747748,111,0,0,0.041222430425
